key,value,comment
ITEM_ASTRAL_AFFIX_DESCRIPTION_RARE,"Add stored Affix to a {0}rare{1} item","{0,1}=color"
ITEM_ASTRAL_DICE,"Astral Dice","item name"
ITEM_ASTRAL_DICE_DESCRIPTION,"Destroy a non-unique item to extract a random Affix",""
ITEM_BLANK_DICE,"Blank Dice","item name"
ITEM_BLANK_DICE_DESCRIPTION,"Change rarity of non-unique item to {0}common{1}","{0,1}=color"
ITEM_INFINITY_DICE,"Infinity Dice","item name"
ITEM_INFINITY_DICE_DESCRIPTION,"Upgrade tier of a {0}unique{1} item","{0,1}=color"
ITEM_JINX_DICE,"Jinx Dice","item name"
ITEM_JINX_DICE_DESCRIPTION,"Add Affix to an {0}uncommon{1} or {2}rare{3} item","{0,1,2,3}=color"
ITEM_LUNAR_DICE,"Lunar Dice","item name"
ITEM_LUNAR_DICE_DESCRIPTION,"Improves a random item Affix",""
ITEM_PLASMA_DICE,"Plasma Dice","item name"
ITEM_PLASMA_DICE_DESCRIPTION,"Change rarity of a {0}common{1} item to {2}uncommon{3}","{0,1,2,3}=color"
ITEM_SOLAR_DICE,"Solar Dice","item name"
ITEM_SOLAR_DICE_DESCRIPTION,"Change rarity of an {0}uncommon{1} item to {2}rare{3}","{0,1,2,3}=color"
ITEM_SLOT_DICE,"Slot Dice","item name"
ITEM_SLOT_DICE_DESCRIPTION,"Re-rolls number of modifier slots",""
ITEM_VOID_DICE,"Void Dice","item name"
ITEM_VOID_DICE_DESCRIPTION,"Erase random Affix from a non-unique item",""
ITEM_UNKNOWN_DICE,"Unknown Dice","if crafting manual not found yet"
ITEM_UNKNOWN_DICE_DESCRIPTION,"Shimmers enticingly - you wish you had more of it","if crafting manual not found yet"
ITEM_ADDITIONAL_ATTACKS,"Additional Attacks","item name"
ITEM_AEGIS,"Aegis","item name"
ITEM_COMMON_FIELD_DESCRIPTION,"Field that buffs allies in {0} range","{0}=range"
ITEM_AFTERSHOCK,"Aftershock","item name"
ITEM_AGILITY,"Agility","item name"
ITEM_AGONY,"Agony","item name"
ITEM_AMP,"Amp","item name"
ITEM_AOE,"AoE","item name"
ITEM_ARMOR_LEECH,"Armor Leech","item name"
ITEM_ARMOR_ON_HIT,"Armor on Hit","item name"
ITEM_ATTACK_SPEED,"Attack Speed","item name"
ITEM_AURORA_BULWARK,"Aurora Bulwark","item name"
ITEM_AURORA_BULWARK_DESCRIPTION,"Equips your Core","item description"
ITEM_BETA_RAY,"Beta-Ray","item name"
ITEM_BLAST_GUARD,"Blastguard","item name"
ITEM_BLIND,"Blind","item name"
ITEM_BOOMERANG,"Boomerang","item name"
ITEM_BURST,"Burst","item name"
ITEM_COMMON_VIRUS_DESCRIPTION,"Virus that hacks the defence of enemies hit\nMaximum of 1 Virus per enemy","item description"
ITEM_CHAIN,"Chain","item name"
ITEM_CHRONOS,"Chronos","item name"
ITEM_CONTAGION,"Contagion","item name"
ITEM_CORRODE,"Corrode","item name"
ITEM_CRUMBLE,"Crumble","item name"
ITEM_CRUSH,"Crush","item name"
ITEM_DASH_ON_HIT,"Dash on Hit","item name"
ITEM_DEATH_THRESHOLD,"Death Threshold","item name"
ITEM_DEBRIS,"Debris","item name"
ITEM_DIAMOND,"Diamond","item name"
ITEM_ECLIPSE,"Eclipse","item name"
ITEM_ELECTRIC,"Electric","item name"
ITEM_ENERGY,"Energy","item name"
ITEM_FARADAY,"Faraday","item name"
ITEM_FIELD,"Field","item name"
ITEM_FLARE,"Flare","item name"
ITEM_FOCUS,"Focus","item name"
ITEM_FORGE,"Forge","item name"
ITEM_GRAV,"Grav","item name"
ITEM_GRAV_DESCRIPTION,"Modifies Minions","item description"
ITEM_GRIM_BULWARK,"Grim Bulwark","item name"
ITEM_GRIM_BULWARK_DESCRIPTION,"Grim Bulwark gains {0} increased damage when another minion dies, up to {1}","{0}=percentage, {1}=percentage limit"
ITEM_GUARDIAN_DRONE,"Guardian Drone","item name"
ITEM_HUNTER_DRONE,"Hunter Drone","item name"
ITEM_HOP,"Hop","item name"
ITEM_HOP_DESCRIPTION,"Teleports to an enemy, and triggers your Engine\nActivate by pressing Dash without moving",""
ITEM_HOP_DESCRIPTION_COST,"Consumes a Dash Slot every {0} hops","{0}=number of hops, currently 3"
ITEM_HOP_DESCRIPTION_DAMAGE_TAKEN,"{0} less damage taken while hopping and {1} after","{0}=percentage, {1}=seconds"
ITEM_INFECTION,"Infection","item name"
ITEM_KINETIC,"Kinetic","item name"
ITEM_KNOCKBACK,"Knockback","item name"
ITEM_LETHAL,"Lethal","item name"
ITEM_LETHALITY,"Lethality","item name"
ITEM_MAGNETIC_MINES,"Magnetic Mines","item name"
ITEM_MASS,"Mass","item name"
ITEM_MELEE,"Melee","item name"
ITEM_MINE_SHIELD,"Mine Shield","item name"
ITEM_MINION_ARMOR,"Minion Armor","item name"
ITEM_MINION_DAMAGE,"Minion Damage","item name"
ITEM_MINION_RESISTANCES,"Minion Resistances","item name"
ITEM_NECROMANCER,"Necromancer","item name"
ITEM_NUCLEAR,"Nuclear","item name"
ITEM_NUKE,"Nuke","item name"
ITEM_OVERCHARGE,"Overcharge","item name"
ITEM_PARASITE,"Parasite","item name"
ITEM_PARASITE_DESCRIPTION,"Modifies a weapon so that it cannot be used by your ship\nInstead, a Parasite attaches to enemies in {0} range","{0}=range"
ITEM_PIERCE,"Pierce","item name"
ITEM_PLASMA,"Plasma","item name"
ITEM_RADIATION,"Radiation","item name"
ITEM_RANGE,"Range","item name"
ITEM_RAPID_PROJECTILES,"Rapid Projectiles","item name"
ITEM_RECHARGE,"Recharge","item name"
ITEM_RESILIENCE,"Resilience","item name"
ITEM_RIGOR,"Rigor","item name"
ITEM_SHAMROCK,"Shamrock","item name"
ITEM_SHIELD,"Shield","item name"
ITEM_SHOCK,"Shock","item name"
ITEM_SPLIT,"Split","item name"
ITEM_STEAM_HAMMER,"Steam Hammer","item name"
ITEM_THERMAL,"Thermal","item name"
ITEM_TIME,"Time","item name"
ITEM_TITAN_BULWARK,"Titan Bulwark","item name"
ITEM_TURBO,"Turbo","item name"
ITEM_UNSEEN_STRIKE,"Unseen Strike","item name"
ITEM_VENOM,"Venom","item name"
ITEM_VIRAL_NEXUS,"Viral Nexus","item name"
ITEM_VIRAL_NEXUS_DESCRIPTION,"Field that infects enemies in range","item name"
ITEM_INFERNO,"Inferno","item name"
ITEM_AMBER_NEXUS,"Amber Nexus","item name"
ITEM_BARYTE_NEXUS,"Baryte Nexus","item name"
ITEM_CRYSTAL_NEXUS,"Crystal Nexus","item name"
ITEM_IRIDIUM_NEXUS,"Iridium Nexus","item name"
ITEM_MOONSTONE_NEXUS,"Moonstone Nexus","item name"
ITEM_ONYX_NEXUS,"Onyx Nexus","item name"
ITEM_QUARTZ_NEXUS,"Quartz Nexus","item name"
ITEM_STONE_OF_BALU,"Stone of Balu","item name"
ITEM_TOPAZ_NEXUS,"Topaz Nexus","item name"
ITEM_ZIRCON_NEXUS,"Zircon Nexus","item name"
ITEM_LINS_MODESTY,"Lin's Modesty","item name"
ITEM_ASH_KEY,"Ash Key","item name"
ITEM_BRAMBLE_KEY,"Bramble Key","item name"
ITEM_GRUVAK_CASTLE_KEY_DESCRIPTION,"A key to King Gruvak's castle","item description"
ITEM_EMERALD_KEY,"Emerald Key","item name"
ITEM_SAPPHIRE_KEY,"Sapphire Key","item name"
ITEM_RUBY_KEY,"Ruby Key","item name"
ITEM_COMMON_KEY_DESCRIPTION,"What portal does it open?","item description"
ITEM_KIKI_KEY_DESCRIPTION,"Kiki will know what this opens","item description"
ITEM_FIRE_KEY,"Fire Key","item name"
ITEM_ICE_KEY,"Ice Key","item name"
ITEM_IRON_VIGIL_KEY,"Iron Vigil Key","item name"
ITEM_VOLTRON_KEY,"Voltron Key","item name"
ITEM_TURTLE_EGG,"Turtle Egg","item name"
ITEM_TURTLE_EGG_DESCRIPTION_INVENTORY,"Carlo will be thrilled to have it back","item description"
ITEM_TURTLE_EGG_DESCRIPTION_RETURNED,"Carlo is thrilled to have it back","item description"
ITEM_TURTLE_EASTER_EGG,"Turtle Easter Egg","item name"
ITEM_GOLDEN_TURTLE_EGG,"Golden Turtle Egg","item name"
ITEM_GOLDEN_TURTLE_EGG_DESCRIPTION,"Carlo never thought he would get this back","item description"
ITEM_TREASURE_MAP,"Treasure Map",""
ITEM_TREASURE_MAP_ETERNAL_VOLTRON_DESCRIPTION,"This map reveals the location of\nthe Crypt of Eternal Voltron",""
ITEM_TREASURE_MAP_IRON_VIGIL_DESCRIPTION,"This map reveals the location of\nthe Sepulcher of Iron Vigil",""
ITEM_REWARD_SHIP_TOKEN,"Ship Token",""
ITEM_REWARD_SHIP_TOKEN_DESCRIPTION,"Grants 1 Ship Skill Point",""
ITEM_REWARD_SPIRIT_ANIMAL_TOKEN,"Spirit Animal Token",""
ITEM_REWARD_SPIRIT_ANIMAL_TOKEN_DESCRIPTION,"Grants 1 Spirit Animal Skill Point",""
ITEM_REWARD_DESCRIPTION,"Grants 1 {0}","{0}=reward name"
ITEM_REWARD_DICE_DESCRIPTION,"Grants 1 Stack of Dice",""
ITEM_REWARD_STARTER_DICE,"Starter Dice",""
ITEM_REWARD_ADVANCED_DICE,"Advanced Dice",""
ITEM_REWARD_EXPERT_DICE,"Expert Dice",""
ITEM_REWARD_STARTER_MOD,"Starter Mod","Reward item that grants a starter mod"
ITEM_REWARD_ADVANCED_MOD,"Advanced Mod",""
ITEM_REWARD_EXPERT_MOD,"Expert Mod",""
ITEM_REWARD_CRAFTING_MANUAL,"Crafting Manual",""
ITEM_REWARD_CRAFTING_MANUAL_DESCRIPTION,"A worn manual, revealing all dice crafting secrets",""
ITEM_REWARD_WHEEL_OF_FORTUNE,"Wheel of Fortune",""
ITEM_REWARD_WHEEL_OF_FORTUNE_DESCRIPTION,"An ancient dice crafting device",""
ITEM_REWARD_SMALL_OPAL,"Small Opal",""
ITEM_REWARD_SMALL_OPAL_DESCRIPTION,"Enhances the Wheel of Fortune with new possibilities",""
ITEM_REWARD_STASH,"Stash",""
ITEM_REWARD_STASH_DESCRIPTION,"Store valuable items in your Stash",""
ITEM_REWARD_TRADER,"Carlo, Trader Turtle",""
ITEM_REWARD_TRADER_DESCRIPTION,"Many thanks for saving me\nCome by my store anytime to barter",""
ITEM_REWARD_LOOT_BOX,"Loot Box",""
ITEM_REWARD_LOOT_BOX_DESCRIPTION,"Grants 1 unique item",""
ITEM_REWARD_CHASE_LOOT_BOX,"Chase Loot Box",""
ITEM_REWARD_CHASE_LOOT_BOX_DESCRIPTION,"Grants 1 chase unique item",""
ITEM_REWARD_BOON_KING_GRUVAK,"Boon of King Gruvak",""
ITEM_REWARD_BOON_KING_GRUVAK_DESCRIPTION,"A Boon of King Gruvak's Ship",""
ITEM_REWARD_BOON_MOON_KING,"Boon of the Moon King",""
ITEM_REWARD_BOON_MOON_KING_DESCRIPTION,"A Boon of the Moon King's Ship",""
ITEM_REWARD_BOON_VETH_MARA,"Boon of Veth'mara",""
ITEM_REWARD_BOON_VETH_MARA_DESCRIPTION,"A Boon from the remains of Veth'mara",""
ITEM_REWARD_BOON_LAZURITH,"Boon of Lazurith",""
ITEM_REWARD_BOON_LAZURITH_DESCRIPTION,"A Boon from the remains of Lazurith",""
ITEM_REWARD_NIHALOR,"Seal of the Abyss",""
ITEM_REWARD_NIHALOR_DESCRIPTION,"The lock is broken\n\nWhat lies beyond was never meant to be found",""
ITEM_AETHERBANE,"Aetherbane","item name"
ITEM_BIG_BERTHA,"Big Bertha","item name"
ITEM_BROODFIRE,"Broodfire","item name"
ITEM_DEATH_RAY,"Death Ray","item name"
ITEM_DOOMCLOUD,"Doomcloud","item name"
ITEM_FUNGUS_FURY,"Fungus Fury","item name"
ITEM_GRUVAKS_HORN,"Gruvak's Horn","item name"
ITEM_HULIS_MOJO,"Huli's Mojo","item name"
ITEM_ROCK_CAT,"Rock Cat","item name"
ITEM_RUSTBLASTER,"Rustblaster","item name"
ITEM_NUKIE,"Nukie","item name"
ITEM_SPECTRA_RAIL_ACCELERATOR,"S.R.A","item name"
ITEM_TWIN_BLASTER,"Twin Blaster","item name"
ITEM_TWIN_BLASTER_DESCRIPTION,"{0} increased {1}Nuclear{2} Damage if other Twin Blaster equipped","{0}=percentage, {1,2}=color"
ITEM_BLASTGUN,"Blastgun","item name"
ITEM_BLASTGUN_DESCRIPTION,"Fires a burst of {0} bullets","{0}=amount, e.g. 10"
ITEM_BLAST_MINE,"Blast Mine","item name"
ITEM_BLAST_MINE_DESCRIPTION,"Plant a Mine that explodes on enemy contact","item description"
ITEM_PLASMA_MINE,"Plasma Mine","item name"
ITEM_PLASMA_MINE_DESCRIPTION,"Plant a Mine that causes a plasma nova on enemy contact","item description"
ITEM_SHRAPNEL_MINE,"Shrapnel Mine","item name"
ITEM_SHRAPNEL_MINE_DESCRIPTION,"Plant a Mine that fires shrapnel on enemy contact","item description"
ITEM_SHRAPNEL_MINE_PROJECTILE_DESCRIPTION,"Fires {0} shrapnel projectiles","{0}=amount"
ITEM_STORM_MINE,"Storm Mine","item name"
ITEM_STORM_MINE_DESCRIPTION,"Plant a Mine that causes lightning on enemy contact","item description"
ITEM_STORM_MINE_PROJECTILE_DESCRIPTION,"Fires {0} lightning projectiles","{0}=amount"
ITEM_WASTE_MINE,"Waste Mine","item name"
ITEM_WASTE_MINE_DESCRIPTION,"Plant a Mine that creates a nuclear cloud on enemy contact","item description"
ITEM_WASTE_MINE_CLOUDS_DESCRIPTION,"Clouds linger for {0}","{0}=seconds"
ITEM_CANNON,"Cannon","item name"
ITEM_FLAME_SLINGER,"Flame Slinger","item name"
ITEM_FLAME_SLINGER_DESCRIPTION,"Shoots a rotating fireball that returns to you","item description"
ITEM_HULLBREAKER,"Hullbreaker","item name"
ITEM_HULLBREAKER_DESCRIPTION,"Deals damage when colliding with an enemy","item description"
ITEM_LASER,"Laser","item name"
ITEM_LASER_DESCRIPTION,"Shoots a laser beam that deals damage over time","item description"
ITEM_ORBITRON,"Orbitron","item name"
ITEM_ORBITRON_DESCRIPTION,"Fires a radioactive bullet in a spiral","item description"
ITEM_THORNS,"Thorns","item name"
ITEM_THORNS_DESCRIPTION,"Reflects damage taken in a powerful burst","item description"
ITEM_PLASMA_BLASTER,"Plasma Blaster","item name"
ITEM_PLASMA_NOVA,"Plasma Nova","item name"
ITEM_PLUTONIUM_BAR,"Plutonium Bar","item name"
ITEM_PLUTONIUM_BAR_DESCRIPTION,"Damages your ship and nearby enemies","item description"
ITEM_PLUTONIUM_BAR_SELF_DAMAGE_DESCRIPTION,"Damages {0} maximum Armor/Deflector Shield","{0}=percentage"
ITEM_RAILGUN,"Railgun","item name"
ITEM_ROCKET,"Rocket","item name"
ITEM_SPIKES,"Spikes","item name"
ITEM_SPORE_BLASTER,"Spore Blaster","item name"
ITEM_TASER,"Taser","item name"
ITEM_TURBINE_BLADES,"Turbine Blades","item name"
ITEM_TURBINE_BLADES_DESCRIPTION,"Deals melee damage to nearby enemies","item description"
ITEM_ZAPPER,"Zapper","item name"
ITEM_ZAPPER_DESCRIPTION,"Fires a burst of randomly moving sparks","item description"
ITEM_ZAPPER_PROJECTILES_DESCRIPTION,"Fires {0} Sparks","{0}=amount of sparks, plural"
ITEM_FLAME_THROWER,"Flamethrower","item name"
ITEM_SOLARAS_FIRE,"Solara's Fire","item name"
