key,value,comment
MISSION_LAZURITH_DIALOG_6,"When I fall... Nihalor awakens.","Dialog"
MISSION_VETH_MARA_DIALOG_1,"You crushed my spawnlings - shattered their promise before they could feed.","Dialog"
MISSION_VETH_MARA_DIALOG_2,"But I remember you. The slow one. The meddler cloaked in kindness.","Dialog"
MISSION_VETH_MARA_DIALOG_3,"Carlo... you should never have come back to the nest.","Dialog"
MISSION_VETH_MARA_DIALOG_4,"I am the first womb. The ancient rot. The mother of mouths.","Dialog"
MISSION_VETH_MARA_DIALOG_5,"And you... you soft, warm things. You will slide down my throats gladly.","Dialog"
MISSION_KIKI_RESCUE_DIALOG_1,"Light! A friendly face! Wait... you! Oh no.","Dialog"
MISSION_KIKI_RESCUE_DIALOG_2,"That wasn't me. That was Koko - my evil twin sister!","Dialog"
MISSION_KIKI_RESCUE_DIALOG_3,"You didn't notice? The eye-patch? The mad eye underneath it?","Dialog"
MISSION_KIKI_RESCUE_DIALOG_4,"I mean, come on! I'd never wear something so hideously out of fashion.","Dialog"
MISSION_KIKI_RESCUE_DIALOG_5,"At first she wanted the Pink Diamond. Of course she did. But then...","Dialog"
MISSION_KIKI_RESCUE_DIALOG_6,"She saw your crafting manual. And that changed everything.","Dialog"
MISSION_KIKI_RESCUE_DIALOG_7,"She said, and I quote - 'Why waste time on one shiny rock when I can make anything I want?'","Dialog"
MISSION_KIKI_RESCUE_DIALOG_8,"So she ditched me in that pod, grabbed your manual, and ran.","Dialog"
MISSION_KIKI_RESCUE_DIALOG_9,"She'll try to use it for shiny and stupid and probably explode half a planet doing it.","Dialog"
MISSION_KIKI_RESCUE_DIALOG_10,"We have to stop her. Before she turns your manual into a glitter cannon of doom.","Dialog"
MISSION_KIKI_WARM_UP_DIALOG_1,"How about a tiny warm-up?","Dialog"
MISSION_KIKI_WARM_UP_DIALOG_2,"This part of the sector? Buried in ancient treasures.","Dialog"
MISSION_KIKI_WARM_UP_DIALOG_3,"Could be junk. Could be shiny. Could be cursed. Isn't that exciting!?","Dialog"
MISSION_KIKI_LOOT_BOX_DIALOG_1,"Guess what I found! Another one of those shiny, locked-up Loot Boxes!","Dialog"
MISSION_KIKI_LOOT_BOX_DIALOG_2,"No credits needed. No microtransactions. No 'limited-time offer' popups!","Dialog"
MISSION_KIKI_LOOT_BOX_DIALOG_3,"This is the real loot. Only way to get one is to come treasure-hunting with me!","Dialog"
MISSION_KIKI_LOOT_BOX_DIALOG_4,"Ready? Let's goooo!","Dialog"
MISSION_NIHALOR_CHAMBER_DIALOG_1,"Four stood watch in silence. Four bore the weight of eternal vigil.","Dialog"
MISSION_NIHALOR_CHAMBER_DIALOG_2,"Moony... Gruvak... Veth-mara... Lazurith...","Dialog"
MISSION_NIHALOR_CHAMBER_DIALOG_3,"Their strength must flow through you. Only then shall Nihalor's seal break.","Dialog"
MISSION_NIHALOR_CHAMBER_DIALOG_4,"Descend, bearer of all boons - or be unmade.","Dialog"
MISSION_KIKI_GEAR_TREASURE_HUNT_START_1,"Well, look what I stumbled upon!","Dialog"
MISSION_KIKI_GEAR_TREASURE_HUNT_START_2,"Another set of tombs just begging to be explored!","Dialog"
MISSION_KIKI_GEAR_TREASURE_HUNT_START_3,"You can keep all gear we find. Me? I'm just here for the sparkles!","Dialog"
MISSION_KIKI_GEAR_TREASURE_HUNT_END_1,"Huh, we found the Tomb of the Fallen Knight!","Dialog"
MISSION_KIKI_GEAR_TREASURE_HUNT_END_2,"Rumor has it, the Knight was buried with a pretty powerful weapon.","Dialog"
MISSION_KIKI_GEAR_TREASURE_HUNT_END_3,"I'm sure it's dull and dusty by now, so you should take it.","Dialog"
MISSION_KIKI_IRON_VIGIL_DIALOG_1,"Watch out - there are some absolute madlads guarding this place.","Dialog"
MISSION_KIKI_IRON_VIGIL_DIALOG_2,"I'm lucky to have you as my sidekick for this mission. Ready?","Dialog"
MISSION_KIKI_LOST_OPAL_DIALOG_1_1,"Hmm... this place feels kinda weird... Like, extra weird.","Dialog"
MISSION_KIKI_LOST_OPAL_DIALOG_1_2,"Don't stay in the corrupted area too long, okay?","Dialog"
MISSION_KIKI_LOST_OPAL_DIALOG_2_1,"Uh-oh... it looks like the treasure moved even deeper into the corrupted area!","Dialog"
MISSION_KIKI_LOST_OPAL_DIALOG_2_2,"Be super duper careful!","Dialog"
MISSION_KIKI_LOST_OPAL_DIALOG_3_1,"Looks like the shiny stuff is hiding way inside the bad zone now.","Dialog"
MISSION_KIKI_LOST_OPAL_DIALOG_3_2,"Why do my treasures always have to be that hard to get?","Dialog"
MISSION_KIKI_LOST_OPAL_DIALOG_4_1,"Whoa… the Lost Opal. So shiny. So dangerous. So totally worth it!","Dialog"
MISSION_KIKI_LOST_OPAL_DIALOG_4_2,"Let's grab it before the corruption does!","Dialog"
MISSION_KIKI_TREASURE_HUNT_START_DIALOG_1,"Hey, you look like someone who can handle a challenge!","Dialog"
MISSION_KIKI_TREASURE_HUNT_START_DIALOG_2,"I've found an ancient treasure hidden in this asteroid tomb.","Dialog"
MISSION_KIKI_TREASURE_HUNT_START_DIALOG_3,"But it's cursed and guarded by some... let's just say, not-so-friendly creatures.","Dialog"
MISSION_KIKI_TREASURE_HUNT_START_DIALOG_4,"I could use a partner in this raid.\nAre you in?","Dialog"
MISSION_KIKI_TOMB_OF_VIRA_1_1,"Looks like those architects thought they could outsmart us with fake tombs.","Dialog"
MISSION_KIKI_TOMB_OF_VIRA_1_2,"Little do they know, I raid everything anyway, even if it is absolute garbage.","Dialog"
MISSION_KIKI_TOMB_OF_VIRA_1_3,"Let's get in there and make sure we don’t miss a thing. Ready?","Dialog"
MISSION_KIKI_TOMB_OF_VIRA_2_1,"Another tomb? These guys really went all out to keep people away.","Dialog"
MISSION_KIKI_TOMB_OF_VIRA_2_2,"Let's keep moving! I feel my treasure's gotta be close.","Dialog"
MISSION_KIKI_TOMB_OF_VIRA_3_1,"Don't overthink - it is always the last tomb anyways.","Dialog"
MISSION_KIKI_TOMB_OF_VIRA_3_2,"Let's just clear all out and snag my treasure!","Dialog"
MISSION_KIKI_TOMB_OF_VIRA_4_1,"Ohhh, I can't wait to loot this place! My shiny treasures!","Dialog"
MISSION_KIKI_TOMB_OF_VIRA_4_2,"Oh, right...","Dialog"
MISSION_KIKI_TOMB_OF_VIRA_4_3,"You can have the Wheel of Fortune. One should be around here somewhere.","Dialog"
MISSION_KIKI_TOMB_OF_VIRA_4_4,"I already have one in my collection, so I don't absolutely need another one.","Dialog"
MISSION_KIKI_TOMB_OF_VIRA_4_5,"And the Wheel of Fortune will come in handy on your adventure!","Dialog"
MISSION_KIKI_TOMB_OF_VIRA_4_6,"Ready? Let's goooo!","Dialog"
MISSION_KIKI_TOMB_OF_VIRA_5_1,"Ugh, there's a lot of radioactivity coming from this Tomb.","Dialog"
MISSION_KIKI_TOMB_OF_VIRA_5_2,"Damn, I really hope the treasure is not in here.","Dialog"
MISSION_KIKI_TOMB_OF_VIRA_5_3,"I don't want to decontaminate my loot for the next hundred years.","Dialog"
MISSION_KIKI_TOMB_OF_VIRA_5_4,"Be extra careful here, alright? Let's crack this Tomb open!","Dialog"
MISSION_KIKI_VOLTRON_DIALOG_1,"Alright, we're here for the Voltron Key.","Dialog"
MISSION_KIKI_VOLTRON_DIALOG_2,"Grab it, and we're one step closer to the final treasure. Let's move!","Dialog"
MISSION_KOKO_FIGHT_DIALOG_1,"Oh, don't give me that look. I borrowed the manual.","Dialog"
MISSION_KOKO_FIGHT_DIALOG_2,"You weren't using it properly. So limited... so predictable.","Dialog"
MISSION_KOKO_FIGHT_DIALOG_3,"Kiki never had the vision. But me? I'm gonna rewrite the laws of loot.","Dialog"
MISSION_KOKO_FIGHT_DIALOG_4,"And you? You're just here to lose one last time.","Dialog"
MISSION_KOKO_FIGHT_DIALOG_5,"If you want your manual back...\nCome take it.","Dialog"
MISSION_CARLO_BIG_EGG_DIALOG_1,"Oh wow... this must be it. The big one. The egg from the rumors.","Dialog"
MISSION_CARLO_BIG_EGG_DIALOG_2,"But... this doesn't feel right.","Dialog"
MISSION_CARLO_BIG_EGG_DIALOG_3,"It's not one of mine. This shell... it's twisted. Corrupted.","Dialog"
MISSION_CARLO_BIG_EGG_DIALOG_4,"Oh dear! Another Egg-Bane! And it's about to hatch!","Dialog"
MISSION_CARLO_BIG_EGG_DIALOG_5,"We have to destroy it - and its broodmother. This ends now!","Dialog"
MISSION_WULFRIC_PHASE_1_1,"Who dares entering my kingdom?","Dialog"
MISSION_WULFRIC_PHASE_1_2,"Oh, what big eyes I have, you ask?","Dialog"
MISSION_WULFRIC_PHASE_1_3,"All the better to see just how outmatched you are. You will die like all the others.","Dialog"
MISSION_WULFRIC_PHASE_2_1,"What big ears I have, eh?","Dialog"
MISSION_WULFRIC_PHASE_2_2,"All the better to hear your last breath.","Dialog"
MISSION_WULFRIC_PHASE_3_1,"What big teeth I have, you ask?","Dialog"
MISSION_WULFRIC_PHASE_3_2,"Stories change, but teeth stay sharp. Care to find out just how sharp?","Dialog"
MISSION_WULFRIC_PHASE_4_1,"I am the Moon King, keeper of the night and guardian of the celestial order.","Dialog"
MISSION_WULFRIC_PHASE_4_2,"So... the one who took my son's life dares to stand before me.","Dialog"
MISSION_WULFRIC_PHASE_4_3,"I swear upon the stars and shadows, I will make you suffer as I do now.","Dialog"
MISSION_MONSTER_LEVEL,"Monster Level","Monster level describes the level of enemies that spawn in this mission"
MISSION_REWARD,"Reward","Reward this mission grants to the player"
MISSION_REQUIREMENTS,"Requirements","Requirements of this mission"
MISSION_FOLLOW_POWER_UPS_OBJECTIVE,"Follow the Power-Ups","In the tutorial, the player must follow a trail of power-ups"
MISSION_MEMORY,"Memory","Mission name"
MISSION_EARLY_ACCESS_HINT_TEXT,"{0}Nihalor{1} lies defeated, and peace has returned to the Astroloot Sector.\n\nBut the real challenge is yet to come - the Endgame.\nAnd {2}your ideas{3} can help shape it!\n\nJoin the discussion on our {4}Steam{5} or {6}Discord{7} community\nand share what you'd love to see next.\n\nUntil then, you can test your build in the {8}Abyss{9} - our temporary Endgame.","{0-9}=color"
MISSION_EARLY_ACCESS_THANK_YOU_TEXT,"Thank you for playing and supporting Astroloot in Early Access.\n If you'd like to do even more, a Steam review helps us a lot.",""
MISSION_DEMO_HINT_TEXT,"You defeated {0},\nbut this victory marks only the beginning of an epic adventure.\n\nContinue your build in the full {1}Early Access{2} version\nand restore peace to the Astroloot Sector.","{0}=enemy, {1-2}=color"
MISSION_DEMO_HINT_CTA,"Get Astroloot on Steam",""
MISSION_CARLO_CRAFTING_MANUAL_LOST,"Oh no... your crafting manual? I hope you get it back soon. Things just aren't the same without it.",""
MISSION_CARLO_CRAFTING_MANUAL_CLAIMED_BACK,"You did it! I'm so happy that you got it back.",""
