key,value,comment
SKILL_RADIANT_NIGHTMARE,"Radiant Nightmare","Skill node"
SKILL_RADIANT_STORM,"Radiant Storm","Skill node"
SKILL_NUCLEAR_STORM,"Nuclear Storm","Skill node"
SKILL_BRUTAL_GRIP,"Brutal Grip","Skill node"
SKILL_INCREASED_DAMAGE,"Increased Damage","Skill node"
SKILL_DEFLECTOR_CIRCUIT,"Deflector Circuit","Skill node"
SKILL_SEEK_AND_DESTROY,"Seek and Destroy","Skill node"
SKILL_PROJECTILE_SPEED,"Projectile Speed","Skill node"
SKILL_QUICK_SHOT,"Quick Shot","Skill node"
SKILL_FACE_TANK,"Face Tank","Skill node"
SKILL_UPLOAD,"Upload","Skill node"
SKILL_MASTERMIND,"Mastermind","Skill node"
SKILL_BODYGUARDS,"Bodyguards","Skill node"
SKILL_SYMBIOTIC_BOND,"Symbiotic Bond","Skill node"
SKILL_SWARM,"Swarm","Skill node"
SKILL_PACIFISM,"Pacifism","Skill node"
SKILL_GUARDIANS,"Guardians","Skill node"
SKILL_BUGFIX,"Bugfix","Skill node"
SKILL_MINION_MANIA,"Minion Mania","Skill node"
SKILL_VANGUARD,"Vanguard","Skill node"
SKILL_THERMAL_DETONATION,"Thermal Detonation","Skill node"
SKILL_COMPELLING_ENTROPY,"Compelling Entropy","Skill node"
SKILL_DEFLECTIVE_BARRIER,"Deflective Barrier","Skill node"
SKILL_THERMO_BLITZ,"Thermo Blitz","Skill node"
SKILL_COLLECTOR,"Collector","Skill node"
SKILL_PLUNDER_STRIKE,"Plunder Strike","Skill node"
SKILL_HOARD_HARVEST,"Hoard Harvest","Skill node"
SKILL_RAVENOUS_RICHES,"Ravenous Riches","Skill node"
SKILL_GLUTTONY,"Gluttony","Skill node"
SKILL_LOOT_BARRIER,"Loot Barrier","Skill node"
SKILL_POWER_UP_CHANCE,"Power-Up Chance","Skill node"
SKILL_PICKUP_RANGE,"Pickup Range","Skill node"
SKILL_POWER_UP_RARITY,"Power-Up Rarity","Skill node"
SKILL_POWER_UP_EFFECT,"Power-Up Effect","Skill node"
SKILL_POWER_CHORD,"Power Chord","Skill node"
SKILL_JACKPOT,"Jackpot","Skill node"
SKILL_CARNAGE,"Carnage","Skill node"
SKILL_DEADLY_PRECISION,"Deadly Precision","Skill node"
SKILL_BOOM_EXPERTISE,"Boom Expertise","Skill node"
SKILL_ZAP_EXPERTISE,"Zap Expertise","Skill node"
SKILL_ION_EXPERTISE,"Ion Expertise","Skill node"
SKILL_SHIELD_SURGE,"Shield Surge","Skill node"
SKILL_ENERGETIC,"Energetic","Skill node"
SKILL_CAPACITOR,"Capacitor","Skill node"
SKILL_FLASH_SHIELD,"Flash Shield","Skill node"
SKILL_DAMAGE_DISCHARGE,"Damage Discharge","Skill node"
SKILL_PARETO,"Pareto","Skill node"
SKILL_SHOCK_CHANCE,"Shock Chance","Skill node"
SKILL_FOCUS_BOOST_EFFECT,"Focus Boost Effect","Skill node"
SKILL_FOCUS_BOOST,"Focus Boost","Skill node"
SKILL_SHOCK_CHANCE_AND_EFFECT,"Shock Chance and Effect","Skill node"
SKILL_ELECTRIC_EEL,"Electric Eel","Skill node"
SKILL_VOLT_SHIFT,"Volt Shift","Skill node"
SKILL_THUNDERSTRUCK,"Thunderstruck","Skill node"
SKILL_ULTIMATE_FOCUS,"Ultimate Focus","Skill node"
SKILL_FOCAL_POINT,"Focal Point","Skill node"
SKILL_MASSIVE_IMPACT,"Massive Impact","Skill node"
SKILL_EXPLOSIVE_RESISTANCE,"Explosive Resistance","Skill node"
SKILL_PLASMA_RESISTANCE,"Plasma Resistance","Skill node"
SKILL_ELECTRIC_RESISTANCE,"Electric Resistance","Skill node"
SKILL_THERMAL_RESISTANCES,"Thermal Resistances","Skill node"
SKILL_MAX_EXPLOSIVE_RESISTANCE,"Max Explosive Resistance","Skill node"
SKILL_MAX_PLASMA_RESISTANCE,"Max Plasma Resistance","Skill node"
SKILL_MAX_ELECTRIC_RESISTANCE,"Max Electric Resistance","Skill node"
SKILL_THERMAL_ABSORPTION,"Thermal Absorption","Skill node"
SKILL_DEFLECTOR_SHIELD_LEECH,"Deflector Shield Leech","Skill node"
SKILL_DEFLECTOR_FORGE,"Deflector Forge","Skill node"
SKILL_MINION_EMPOWERMENT,"Minion Empowerment","Skill node"
SKILL_DRONE_SWARM,"Drone Swarm","Skill node"
SKILL_BULWARK_BASTION,"Bulwark Bastion","Skill node"
SKILL_DRONE_DAMAGE,"Drone Damage","Skill node"
SKILL_BULWARK_DAMAGE,"Bulwark Damage","Skill node"
SKILL_MINION_VELOCITY,"Minion Velocity","Skill node"
SKILL_NECROTIC_POWER,"Necrotic Power","Skill node"
SKILL_COMPANION_SNATCH,"Companion Snatch","Skill node"
SKILL_ARMY_OF_GREED,"Army of Greed","Skill node"
SKILL_FAREWELL_TRIBUTE,"Farewell Tribute","Skill node"
SKILL_KNOCKBACK_DAMAGE,"Knockback Damage","Skill node"
SKILL_KNOCKBACK_RESISTANCE_PENETRATION,"Knockback Resistance Penetration","Skill node"
SKILL_LUCKY_PUNCH,"Lucky Punch","Skill node"
SKILL_KNOCKOUT,"Knockout","Skill node"
SKILL_REVERSE_KNOCKBACK,"Reverse Knockback","Skill node"
SKILL_MAXIMUM_THERMAL_RESISTANCES,"Maximum Thermal Resistances","Skill node"
SKILL_HEAT_SHIELD,"Heat Shield","Skill node"
SKILL_LUCK,"Luck","Skill node"
SKILL_PROBABILITY_DISTORTION,"Probability Distortion","Skill node"
SKILL_DEADLY_FOCUS,"Deadly Focus","Skill node"
SKILL_DEADLY_ASSAULT,"Deadly Assault","Skill node"
SKILL_TOKAMAK,"Tokamak","Skill node"
SKILL_BLIND_CHANCE,"Blind Chance","Skill node"
SKILL_BLIND_CHANCE_AND_EFFECT,"Blind Chance and Effect","Skill node"
SKILL_CYCLOTRON,"Cyclotron","Skill node"
SKILL_EYE_PICKER,"Eye Picker","Skill node"
SKILL_PARAVIRAL_WARD,"Paraviral Ward","Skill node"
SKILL_TWIN_FANG,"Twin Fang","Skill node"
SKILL_VENOM_SNEEZE,"Venom Sneeze","Skill node"
SKILL_SERPENT_GHOST,"Serpent Ghost","Skill node"
SKILL_SNAKE_BITE,"Snake Bite","Skill node"
SKILL_TRIGGER_CASCADE,"Trigger Cascade","Skill node"
SKILL_SHIELD_TRIGGER,"Shield Trigger","Skill node"
SKILL_ARMOR_TRIGGER,"Armor Trigger","Skill node"
SKILL_DASH_TRIGGER,"Dash Trigger","Skill node"
SKILL_WADDLE_BLAST,"Waddle Blast","Skill node"
SKILL_FUSE_STRETCH,"Fuse Stretch","Skill node"
SKILL_CHARGE_MULTIPLIER,"Charge Multiplier","Skill node"
SKILL_COSMIC_NOVA,"Cosmic Nova","Skill node"
SKILL_QUANTUM_FRENZY,"Quantum Frenzy","Skill node"
SKILL_DAMAGE_PER_REMAINING_CHAIN,"Damage per remaining Chain","Skill node"
SKILL_POWER_RIPPLE,"Power Ripple","Skill node"
SKILL_CHAIN_FURY,"Chain Fury","Skill node"
SKILL_SPEAR_DASH,"Spear Dash","Skill node"
SKILL_ARMOR_BLOOM,"Armor Bloom","Skill node"
SKILL_SHIELD_ACCELERATOR,"Shield Accelerator","Skill node"
SKILL_PARASITE_DAMAGE,"Parasite Damage","Skill node"
SKILL_PARASITE_SPAWN_RATE,"Parasite Spawn Rate","Skill node"
SKILL_HOST_DOMINANCE,"Host Dominance","Skill node"
SKILL_INVASIVE_INFECTION,"Invasive Infection","Skill node"
SKILL_SPLIT_RANGE,"Split Range","Skill node"
SKILL_SCATTER_SHOT,"Scatter Shot","Skill node"
SKILL_SPLIT_DAMAGE,"Split Damage","Skill node"
SKILL_SHATTER_STRIKE,"Shatter Strike","Skill node"
SKILL_FASTER_RADIATION,"Faster Radiation","Skill node"
SKILL_SLOWER_RADIATION,"Slower Radiation","Skill node"
SKILL_GAMMA_SURGE,"Gamma Surge","Skill node"
SKILL_GAMMA_DECAY,"Gamma Decay","Skill node"
SKILL_LEPRECHAUN,"Leprechaun","Skill node"
SKILL_MULTILUCK,"Multiluck","Skill node"
SKILL_FIELD_EFFECT,"Field Effect","Skill node"
SKILL_FIELD_RANGE,"Field Range","Skill node"
SKILL_HALO,"Halo","Skill node"
SKILL_TNT,"TNT","Skill node"
SKILL_KNOCKBACK_DAMAGE_PER_MASS,"Knockback Damage per Mass","Skill node"
SKILL_SUPER_HEAVY,"Super Heavy","Skill node"
SKILL_INCREASED_MASS,"Increased Mass","Skill node"
SKILL_MASS_IMPACT,"Mass Impact","Skill node"
SKILL_ARMOR_ON_KNOCKBACK_HIT,"Armor on Knockback Hit","Skill node"
SKILL_ARMOR_FLUX,"Armor Flux","Skill node"
SKILL_AFTERSHOCK_CHANCE,"Aftershock Chance","Skill node"
SKILL_CASCADE,"Cascade","Skill node"
SKILL_AFTERSHOCK_CHANCE_AND_DAMAGE,"Aftershock Chance and Damage","Skill node"
SKILL_FIREWALL,"Firewall","Skill node"
SKILL_DAMAGE_OVER_TIME_AND_ARMOR,"Damage over Time and Armor","Skill node"
SKILL_DAMAGE_OVER_TIME_AND_ARMOR_REPAIR,"Damage over Time and Armor Repair","Skill node"
SKILL_STINKER,"Stinker","Skill node"
SKILL_PRECISION_PROTOCOL,"Precision Protocol","Skill node"
SKILL_PRECISION_SURGE,"Precision Surge","Skill node"
SKILL_INSTANT_LEECH,"Instant Leech","Skill node"
SKILL_MAXIMUM_ARMOR_LEECH,"Maximum Armor Leech","Skill node"
SKILL_OVERDRAIN,"Overdrain","Skill node"
SKILL_ARMOR_AND_KINETIC_RESISTANCE,"Armor and Kinetic Resistance","Skill node"
SKILL_TITANIUM,"Titanium","Skill node"
SKILL_REPAIR_KIT,"Repair Kit","Skill node"
SKILL_GUARDIANS_FORTITUDE,"Guardian's Fortitude","Skill node"
SKILL_WEIGHT_OF_RESILIENCE,"Weight of Resilience","Skill node"
SKILL_BULWARK_OF_THE_COLOSSUS,"Bulwark of the Colossus","Skill node"
SKILL_PELT_OF_VENGEANCE,"Pelt of Vengeance","Skill node"
SKILL_THICK_FUR,"Thick Fur","Skill node"
SKILL_RETALIATION_INSTINCT,"Retaliation Instinct","Skill node"
SKILL_SACRIFICIAL_CLAWS,"Sacrificial Claws","Skill node"
SKILL_OVERCLOCKED,"Overclocked","Skill node"
SKILL_MOTHERBOARD,"Motherboard","Skill node"
SKILL_MINION_ATTACK_SPEED,"Minion Attack Speed","Skill node"
SKILL_SWARM_FRENZY,"Swarm Frenzy","Skill node"
SKILL_CHIP_SOCKET,"Chip Socket","Skill node"
SKILL_PACK_SAVAGERY,"Pack Savagery","Skill node"
SKILL_HORDE_RESILIENCE,"Horde Resilience","Skill node"
SKILL_RANGE,"Range","Skill node"
SKILL_REACH,"Reach","Skill node"
SKILL_BERSERK,"Berserk","Skill node"
SKILL_BRUTE,"Brute","Skill node"
SKILL_SHIELD_BOOST_EFFECT,"Shield Boost Effect","Skill node"
SKILL_SHIELD_BOOST,"Shield Boost","Skill node"
SKILL_VENOM_BOOST_EFFECT,"Venom Boost Effect","Skill node"
SKILL_VENOM_BOOST,"Venom Boost","Skill node"
SKILL_ARMOR_AND_LESS_DOT,"Armor and less DoT","Skill node"
SKILL_TEMPORAL_WALL,"Temporal Wall","Skill node"
SKILL_DODGE_AND_LESS_DOT,"Dodge and less DoT","Skill node"
SKILL_TEMPORAL_RIFT,"Temporal Rift","Skill node"
SKILL_DEFLECTOR_SHIELD_AND_LESS_DOT,"Deflector Shield and less DoT","Skill node"
SKILL_TEMPORAL_AEGIS,"Temporal Aegis","Skill node"
SKILL_EMPYREAN,"Empyrean","Skill node"
SKILL_YIN,"Yin","Skill node"
SKILL_YANG,"Yang","Skill node"
SKILL_ARMOR_AND_DEFLECTOR_SHIELD,"Armor and Deflector Shield","Skill node"
SKILL_QUANTUM_BARRIER,"Quantum Barrier","Skill node"
SKILL_NUCLEAR_DEFLECTOR_SHIELD,"Nuclear Deflector Shield","Skill node"
SKILL_FUSION_SHIELD,"Fusion Shield","Skill node"
SKILL_ARMOR_AND_NUCLEAR_RESISTANCE,"Armor and Nuclear Resistance","Skill node"
SKILL_FUSION_ARMOR,"Fusion Armor","Skill node"
SKILL_DAMAGE_PER_DASH_SLOT,"Damage per Dash Slot","Skill node"
SKILL_MOMENTUM_STRIKE,"Momentum Strike","Skill node"
SKILL_PARASITIC_RUSH,"Parasitic Rush","Skill node"
SKILL_VIRUS_EFFECT,"Virus Effect","Skill node"
SKILL_VIRUS_DURATION,"Virus Duration","Skill node"
SKILL_ENDLESS_EPIDEMIC,"Endless Epidemic","Skill node"
SKILL_MINE_DETONATION_RADIUS,"Mine Detonation Radius","Skill node"
SKILL_MINE_DAMAGE,"Mine Damage","Skill node"
SKILL_VOLATILE_ZONE,"Volatile Zone","Skill node"
SKILL_MINE_OF_DOOM,"Mine of Doom","Skill node"
SKILL_PROJECTILE_DAMAGE_AND_SPEED,"Projectile Damage and Speed","Skill node"
SKILL_HYPERFIRE,"Hyperfire","Skill node"
SKILL_IMPERIAL_LEGION,"Imperial Legion","Skill node"
SKILL_MINION_DAMAGE_AND_ARMOR,"Minion Damage and Armor","Skill node"
SKILL_OUTBREAK,"Outbreak","Skill node"
SKILL_EVOLUTION,"Evolution","Skill node"
SKILL_GAMMA_BREACH,"Gamma Breach","Skill node"
SKILL_RADON,"Radon","Skill node"
SKILL_FORTRESS_OF_EVASION,"Fortress of Evasion","Skill node"
SKILL_HEAT_SHROUD,"Heat Shroud","Skill node"
SKILL_DUCT_TAPE,"Duct Tape","Skill node"
SKILL_MINION_RESISTANCES,"Minion Resistances","Skill node"
SKILL_STEELBOUND_LEGION,"Steelbound Legion","Skill node"
SKILL_GHOST_SHIP,"Ghost Ship","Skill node"
SKILL_KINETIC_RESISTANCE_AND_DODGE,"Kinetic Resistance and Dodge","Skill node"
SKILL_PHANTOM_CASTLE,"Phantom Castle","Skill node"
SKILL_HASTE_OF_THE_SWARM,"Haste of the Swarm","Skill node"
SKILL_MIGHT_OF_THE_SWARM,"Might of the Swarm","Skill node"
SKILL_BLAZING_TRAJECTORY,"Blazing Trajectory","Skill node"
SKILL_TIME_LORD,"Time Lord","Skill node"
SKILL_GALACTIC_RESONANCE,"Galactic Resonance","Skill node"
SKILL_AMPLIFIED_REALM,"Amplified Realm","Skill node"
SKILL_MANIFESTED_POWER,"Manifested Power","Skill node"
SKILL_DAMAGE_PER_FIELD,"Damage per Field","Skill node"
SKILL_ATTACK_GLITCH,"Attack Glitch","Skill node"
SKILL_ADDITIONAL_ATTACK_CHANCE,"Additional Attack Chance","Skill node"
SKILL_MINION_ARMOR_AND_KINETIC_RESISTANCE,"Minion Armor and Kinetic Resistance","Skill node"
SKILL_MINION_ARMOR_AND_NUCLEAR_RESISTANCE,"Minion Armor and Nuclear Resistance","Skill node"
SKILL_MINION_ARMOR_AND_THERMAL_RESISTANCE,"Minion Armor and Thermal Resistance","Skill node"
SKILL_CONCRETE_GUARDIANS,"Concrete Guardians","Skill node"
SKILL_TITANIUM_GUARDIANS,"Titanium Guardians","Skill node"
SKILL_CERAMIC_GUARDIANS,"Ceramic Guardians","Skill node"
SKILL_MINION_ARMOR_REPAIR,"Minion Armor Repair","Skill node"
SKILL_MINION_WORKSHOP,"Minion Workshop","Skill node"
SKILL_MINION_ARMOR_LEECH,"Minion Armor Leech","Skill node"
SKILL_HUNGER_OF_THE_HORDES,"Hunger of the Hordes","Skill node"
SKILL_MINION_ARMOR_REPAIR_AND_RESISTANCES,"Minion Armor Repair and Resistances","Skill node"
SKILL_BATTLEBORN_COMPANIONS,"Battleborn Companions","Skill node"
SKILL_TINKER_KING,"Tinker King","Skill node"
SKILL_DIY_WORKSHOP,"DIY Workshop","Skill node"
SKILL_ATTACK_SPEED_AND_CHANCE,"Attack Speed and Chance","Skill node"
SKILL_WILD_FURY,"Wild Fury","Skill node"
SKILL_DOUBLE_DAMAGE,"Double Damage","Skill node"
SKILL_EARTH_SHAKER,"Earth Shaker","Skill node"
SKILL_BULWARK_ARMOR,"Bulwark Armor","Skill node"
SKILL_BULWARK_COMMANDER,"Bulwark Commander","Skill node"
SKILL_FORTRESS_OF_THE_ANCIENTS,"Fortress of the Ancients","Skill node"
SKILL_PIERCE_DAMAGE,"Pierce Damage","Skill node"
SKILL_DRILL_SHOT,"Drill Shot","Skill node"
SKILL_PIERCE_DAMAGE_AND_RANGE,"Pierce Damage and Range","Skill node"
SKILL_PIERCE_DAMAGE_AND_PROJECTILE_SPEED,"Pierce Damage and Projectile Speed","Skill node"
SKILL_DEEP_IMPACT,"Deep Impact","Skill node"
SKILL_RIFT_PIERCER,"Rift Piercer","Skill node"
SKILL_KINETIC_TO_EXPLOSIVE,"Kinetic to Explosive","Skill node"
SKILL_KINETIC_TO_PLASMA,"Kinetic to Plasma","Skill node"
SKILL_KINETIC_TO_ELECTRIC,"Kinetic to Electric","Skill node"
SKILL_ARMAGEDDON,"Armageddon","Skill node"
SKILL_ESSENCE_OF_DESTRUCTION,"Essence of Destruction","Skill node"
SKILL_RUPTURE_BLAST,"Rupture Blast","Skill node"
SKILL_THUNDER_CRUSH,"Thunder Crush","Skill node"
SKILL_ION_SHRED,"Ion Shred","Skill node"
SKILL_SHIELD_BARRIER,"Shield Barrier","Skill node"
SKILL_SUPER_CHARGED,"Super Charged","Skill node"
SKILL_INCREASED_ENERGY,"Increased Energy","Skill node"
SKILL_SUPER_FLUX,"Super Flux","Skill node"
SKILL_INCREASED_TIME,"Increased Time","Skill node"
SKILL_MALWARE,"Malware","Skill node"
SKILL_DAMAGE_AGAINST_VIRAL,"Damage against Viral","Skill node"
SKILL_HACK,"Hack","Skill node"
SKILL_MOUNTAINS_MIGHT,"Mountain's Might","Skill node"
SKILL_VOID_SHELL,"Void Shell","Skill node"
SKILL_ADAMANT,"Adamant","Skill node"
SKILL_EXPLOSIVE_PIERCE_DAMAGE,"Explosive Pierce Damage","Skill node"
SKILL_ELECTRIC_PIERCE_DAMAGE,"Electric Pierce Damage","Skill node"
SKILL_PLASMA_PIERCE_DAMAGE,"Plasma Pierce Damage","Skill node"
SKILL_COMET_SHOT,"Comet Shot","Skill node"
SKILL_BUZZ_SHOT,"Buzz Shot","Skill node"
SKILL_BEAM_SHOT,"Beam Shot","Skill node"
SKILL_REFLECTED_DAMAGE_PER_SHIELD_BOOST,"Reflected Damage per Shield Boost","Skill node"
SKILL_MELEE_DAMAGE_PER_SHIELD_BOOST,"Melee Damage per Shield Boost","Skill node"
SKILL_RIPOSTE,"Riposte","Skill node"
SKILL_SHIELD_BREAKER,"Shield Breaker","Skill node"
SKILL_NANO_BOTS,"Nano Bots","Skill node"
SKILL_PRIMORDIAL_SHELL,"Primordial Shell","Skill node"
SKILL_CYBERNETIC_AEGIS,"Cybernetic Aegis","Skill node"
SKILL_OVERCLOCKED_ARSENAL,"Overclocked Arsenal","Skill node"
SKILL_MINION_DAMAGE_AND_RANGE,"Minion Damage and Range","Skill node"
SKILL_MINION_RANGE,"Minion Range","Skill node"
SKILL_MINION_CRITICAL_STRIKE_CHANCE,"Minion Critical Strike Chance","Skill node"
SKILL_MINION_CRITICAL_STRIKE_DAMAGE,"Minion Critical Strike Damage","Skill node"
SKILL_ASSAULT_SWARM,"Assault Swarm","Skill node"
SKILL_BLAST_PACT,"Blast Pact","Skill node"
SKILL_EMBERSTREAM,"Emberstream","Skill node"
SKILL_TEMPORAL_FRENZY,"Temporal Frenzy","Skill node"
SKILL_MELEE_DAMAGE_AND_MASS,"Melee Damage and Mass","Skill node"
SKILL_GIANT,"Giant","Skill node"
SKILL_GOLIATH,"Goliath","Skill node"
SKILL_ETHERSTREAM,"Etherstream","Skill node"
SKILL_MINE_TRIGGER_CHANCE,"Mine Trigger Chance","Skill node"
SKILL_RECURSIVE_BLAST,"Recursive Blast","Skill node"
SKILL_DEMOLITION,"Demolition","Skill node"
SKILL_ADDITIONAL_MINE_CHANCE,"Additional Mine Chance","Skill node"
