key,value,comment,english
MMSKILL_CALL_OF_THE_NEXUS,"枢纽之召唤","Skill node","Call of the Nexus"
MMSKILL_CARLO_MISSION_RARITY,"卡洛任务稀有度","Skill node","Carlo Mission Rarity"
MMSKILL_UBER_DRAK_VETH,"超级德拉克·维斯","Skill node","Uber Drak'Veth"
MMSKILL_UBER_MATILDA,"超级玛蒂尔达","Skill node","Uber Matilda"
MMSKILL_GOLDEN_NOSE,"金鼻子","Skill node","Golden Nose"
MMSKILL_EXQUISITE_BEAK,"精致鸟喙","Skill node","Exquisite Beak"
MMSKILL_ABYSS_KIKI_MISSION_CHANCE,"深渊琪琪任务几率","Skill node","Abyss Kiki Mission Chance"
MMSKILL_LOOT_SNIFFER,"战利品嗅探者","Skill node","Loot Sniffer"
MMSKILL_KIKI_MISSION_CHANCE,"琪琪任务几率","Skill node","Kiki Mission Chance"
MMSKILL_HIDDEN_VAULT,"隐藏金库","Skill node","Hidden Vault"
MMSKILL_KIKI_MISSION_RARITY,"琪琪任务稀有度","Skill node","Kiki Mission Rarity"
MMSKILL_TREASURE_TINGLE,"宝藏悸动","Skill node","Treasure Tingle"
MMSKILL_TWISTED_LOOT_BOXES,"扭曲战利品箱","Skill node","Twisted Loot Boxes"
MMSKILL_OCTRONS_UNBOXING,"奥创之开箱","Skill node","Octron's Unboxing"
MMSKILL_TWISTED_WEAPONS,"扭曲武器","Skill node","Twisted Weapons"
MMSKILL_TWISTED_SHIELDS,"扭曲护盾","Skill node","Twisted Shields"
MMSKILL_TWISTED_CORES,"扭曲核心","Skill node","Twisted Cores"
MMSKILL_TWISTED_ENGINES,"扭曲引擎","Skill node","Twisted Engines"
MMSKILL_TWISTED_NEXUSES,"扭曲枢纽","Skill node","Twisted Nexuses"
MMSKILL_CHIPSTREAM,"芯片浪潮","Skill node","Chipstream"
MMSKILL_EMPOWERED_CHIPSTREAM,"充能芯片浪潮","Skill node","Empowered Chipstream"
MMSKILL_DUPLICATE_LOOT_BOXES,"复制战利品箱","Skill node","Duplicate Loot Boxes"
MMSKILL_ONE_FOR_EACH_TWIN,"双生兼备","Skill node","One for each Twin"
MMSKILL_LIBRARIAN,"图书管理员","Skill node","Librarian"
MMSKILL_GLUTTONY_OF_THE_DEEP,"深层饕餮","Skill node","Gluttony of the Deep"
MMSKILL_FRUGALITY_OF_THE_DEEP,"深层节俭","Skill node","Frugality of the Deep"
MMSKILL_GIFT_OF_THE_MACHINE,"机器之礼","Skill node","Gift of the Machine"
MMSKILL_AMPLIFIER_OF_THE_MACHINE,"机器放大器","Skill node","Amplifier of the Machine"
MMSKILL_EXPLORER_OF_THE_DEEP,"深层探索家","Skill node","Explorer of the Deep"
MMSKILL_PHOTOLITHOGRAPHY,"光刻法","Skill node","Photolithography"
MMSKILL_TWIN_DICE,"双生骰​子","Skill node","Twin Dice"
MMSKILL_UNIQUE_SECTOR_RARITY,"独特星区​稀有度","Skill node","Unique Sector Rarity"
MMSKILL_NON_UNIQUE_SECTOR_RARITY,"非独特星区​稀有度","Skill node","Non-unique Sector Rarity"
MMSKILL_TALE_OF_LEGENDS,"传奇轶事","Skill node","Tale of Legends"
MMSKILL_TALE_OF_REALITY,"现实轶事","Skill node","Tale of Reality"
MMSKILL_UNCHARTED_FORTUNE,"命运未卜","Skill node","Uncharted Fortune"
MMSKILL_ABYSS_MIRROR,"深渊之镜","Skill node","Mirror of the Abyss"
MMSKILL_OCTRONS_REACH,"奥创之触","Skill node","Octron's Reach"
MMSKILL_ABYSS_DEPTH,"深渊底层","Skill node","Abyss Depth"
MMSKILL_INTO_THE_DEEP,"进入深层","Skill node","Into the Deep"
