key,value,comment,english
GLOSSARY_PICKUP_RANGE_DESCRIPTION,"습득 범위는 파워업이 함선으로 끌려오는 거리를 결정합니다.","","Pickup Range defines the distance at which Power-Ups are attracted to your ship."
GLOSSARY_POWER_UP,"파워업","","Power-Up"
GLOSSARY_POWER_UP_DESCRIPTION,"적을 파괴하면 낮은 확률로 파워업을 획득할 수 있습니다. 파워업을 습득하면 일시적인 버프를 부여받습니다.\n\n적이 파괴될 때, 모든 아군 중 가장 높은 파워업 획득 확률을 기준으로 파워업 획득 여부가 결정됩니다.","","Destroying enemies has a small chance to drop a Power-Up. Collecting a Power-Up grants a temporary buff.\n\nWhen an enemy is destroyed, the highest Power-Up chance among all allies is used to determine whether a Power-Up drops."
GLOSSARY_DASH,"대시","","Dash"
GLOSSARY_DASH_DESCRIPTION,"대시는 엔진을 사용할 때 소모됩니다.","","Dash is consumed when you use your Engine."
GLOSSARY_DASH_RECHARGE,"대시 재충전","","Dash Recharge"
GLOSSARY_DASH_RECHARGE_DESCRIPTION,"함선은 계속해서 대시를 충전합니다. 기본 충전 속도는 초당 {0}입니다.","{0}=percentage","Your ship constantly recharges Dash. The base recharge rate is {0} per second."
GLOSSARY_ENGINE,"엔진","","Engine"
GLOSSARY_ENGINE_DESCRIPTION,"엔진은 대시할 때 발동하는 아이템입니다. 일부 엔진은 적에게 피해를 줄 수 있습니다.","","Engines are items that trigger when you Dash. Some Engines can damage enemies."
GLOSSARY_MELEE,"근접","","Melee"
GLOSSARY_MELEE_DESCRIPTION,"근접 무기는 근접 전투에서 적과 교전하는 데 사용됩니다.","","Melee weapons are engaging enemies in close-combat."
GLOSSARY_PROJECTILE,"투사체","","Projectile"
GLOSSARY_PROJECTILE_DESCRIPTION,"투사체는 원거리 무기로 발사됩니다. 투사체는 다른 적을 대상으로 관통, 연쇄 또는 분할될 수 있습니다.","","Projectiles are fired by ranged weapons. Projectiles can pierce, chain or split towards other enemies."
GLOSSARY_REFLECTED_DAMAGE,"반사 피해","","Reflected Damage"
GLOSSARY_REFLECTED_DAMAGE_DESCRIPTION,"특정 아이템을 사용하면 받는 피해의 일부를 공격자에게 반사할 수 있습니다.","","Certain items enable you to reflect a portion of incoming damage back to your attackers."
GLOSSARY_DEATH_THRESHOLD,"즉사 한계치","","Death Threshold"
GLOSSARY_DEATH_THRESHOLD_DESCRIPTION,"피해를 받은 후 장갑이 즉사 한계치 아래로 떨어진 적은 즉시 파괴됩니다.","","Enemies whose Armor falls below Death Threshold after taking damage are instantly destroyed."
GLOSSARY_AREA_OF_EFFECT,"효과 범위","","Area of Effect"
GLOSSARY_AREA_OF_EFFECT_DESCRIPTION,"일정 지역에 피해를 주는 무기의 폭발 반경을 증가시켜 더 많은 적을 공격하거나 더 넓은 구역을 명중시킬 수 있도록 해 줍니다.","","Increases the blast radius of weapons that deal damage in an area, allowing them to hit more enemies or cover a larger zone."
GLOSSARY_AREA_DAMAGE,"범위 피해","","Area Damage"
GLOSSARY_AREA_DAMAGE_DESCRIPTION,"특정 지역에 영향을 미치는 무기가 주는 피해를 강화합니다.","","Enhances the damage dealt by weapons that affect an area."
GLOSSARY_DEBRIS,"파쇄","","Debris"
GLOSSARY_DEBRIS_DESCRIPTION,"{0}운동 에너지{1} 명중 시 {2}파쇄{3}가 발생할 수 있습니다. 파쇄는 {5} 반경에 효과 범위 피해를 {4} 줍니다. 파쇄 피해로는 파쇄가 발동하지 않습니다.","{0-3}=color, {4}=percentage, {5}=radius","{0}Kinetic{1} hits can cause {2}Debris{3}. Debris deals {4} AoE damage in {5} radius. Debris Damage cannot trigger Debris."
GLOSSARY_AFTERSHOCK,"여진","","Aftershock"
GLOSSARY_AFTERSHOCK_DESCRIPTION,"{0}폭발{1} 피해 명중 시 {2}여진{3}이 유발될 수 있습니다. 각 여진은 이전 명중의 {4}만큼 피해를 줍니다. 여진은 최대 {5}번까지 반복될 수 있습니다.","{0-3}=color, {4}=percentage, {5}=5","{0}Explosive{1} Damage from hits can cause {2}Aftershock{3}. Each Aftershock deals {4} damage of the previous hit. Aftershock can repeat up to {5} times."
GLOSSARY_SHOCK,"감전","","Shock"
GLOSSARY_SHOCK_DESCRIPTION,"{0}전기{1} 피해 명중 시 {2}감전{3}이 유발될 수 있습니다. 감전은 {4} 동안 지속됩니다. 각 감전은 모든 저항에 {5}를 적용합니다. 감전은 최대 {6}번까지 중첩됩니다.","{0-3}=color, {4}=percentage, {5}=percentage, {6}=amount","{0}Electric{1} Damage from hits can cause {2}Shock{3}. A Shock lasts {4}. Each Shock applies {5} to all Resistances. Shock can stack up to {6} times."
GLOSSARY_BLIND,"실명","","Blind"
GLOSSARY_BLIND_DESCRIPTION,"모든 {0}플라스마{1} 피해는 적을 {2}실명{3}시킬 수 있습니다. 실명한 적은 {5} 동안 피해와 속도가 {4} 감폭됩니다. 실명 효과는 지속시간과 함께 감소합니다.","{0-3}=color, {4}=percentage, {5}=time","All {0}Plasma{1} Damage can {2}blind{3} enemies. Blinded enemies have {4} less damage and velocity over {5}. The effect of Blind is reduced together with its duration."
GLOSSARY_RADIATION,"방사능","","Radiation"
GLOSSARY_RADIATION_DESCRIPTION,"{0}핵{1} 피해 명중 시 {2}방사능{3}이 유발될 수 있습니다. 방사능은 {5}에 걸쳐 최초 명중 피해의 {4}만큼 피해를 줍니다. 각 방사능 효과는 중첩됩니다.","{0-3}=color, {4}=percentage, {5}=time","{0}Nuclear{1} Damage from hits can cause {2}Radiation{3}. Radiation deals {4} of the initial hit over {5}. Each instance of Radiation stacks."
GLOSSARY_BURN,"화상|화상","","Burn|burn"
GLOSSARY_BURN_DESCRIPTION,"{0}폭발{1} 피해를 주면 {2}화상{3} 피해량이 중첩됩니다. 화상은 지속 피해를 주며, 틱당 {4}만큼 서서히 줄어듭니다.","{0-3}=color, {4}=percent","{0}Explosive{1} Damage adds to a stacking pool of {2}Burn{3} that deals damage over time and decays by {4} each tick."
GLOSSARY_MULTICRIT,"다중 치명타","","Multicrit"
GLOSSARY_MULTICRIT_DESCRIPTION,"다중 치명타는 추가 치명타 판정을 시도하여, 판정에 실패하거나 다중 치명타 횟수에 도달할 때까지 피해를 추가합니다. 다중 치명타 연쇄에서 연달아 치명타를 가할 때마다 이전 치명타 확률의 {0}를 가집니다.","{0}=percentage","Multicrit lets you roll for extra critical strikes, adding their damage until a roll fails or the Multicrit amount is reached. Each successive critical strike in a Multicrit chain has {0} of the previous critical strike chance."
GLOSSARY_MULTILUCK,"다중 행운","","Multiluck"
GLOSSARY_MULTILUCK_DESCRIPTION,"다중 행운은 행운 기반 판정을 추가로 시도하여 가장 좋은 결과를 선택하게 합니다.","","Multiluck grants additional attempts on Luck based rolls, selecting the best outcome."
GLOSSARY_LUCK,"행운","","Luck"
GLOSSARY_LUCK_DESCRIPTION,"행운은 확률 기반 발동 가능성에 영향을 줍니다. 이로운 발동 확률은 증가하고 해로운 발동 확률은 감소합니다. 하지만 행운은 일반적으로 발동 확률을 {0}보다 높일 수 없습니다.\n행운은 피해, 회피, 아이템 또는 파워업 획득에 영향을 주지 않습니다.","{0}=percentage","Luck influences the probability of chance-based triggers. Beneficial triggers are increased, while harmful ones are reduced. However, Luck usually cannot raise trigger chances above {0}.\nLuck has no effect on Damage, Dodge, Item or Power-Up drops."
GLOSSARY_DAMAGE_OVER_TIME,"지속 피해","","Damage over Time"
GLOSSARY_DAMAGE_OVER_TIME_DESCRIPTION,"지속 피해는 대상에게 지속적으로 피해를 줍니다.","","Damage over Time (DoT) applies continuous damage to a target."
GLOSSARY_VIRAL_ENEMIES,"바이러스에 걸린 적","","Viral Enemies"
GLOSSARY_VIRAL_ENEMIES_DESCRIPTION,"하나 이상의 바이러스에 감염된 적을 가리킵니다.","","Enemies that have at least one Virus applied to them."
GLOSSARY_VIRUS,"바이러스|바이러스","","Virus|Viruses"
GLOSSARY_VIRUS_DESCRIPTION,"바이러스는 적을 해킹하여 시스템을 약화시킵니다. 기본적으로 적 하나당 최대 1개의 바이러스만 적용될 수 있습니다.","","A Virus hacks enemies and weakens their system. By default, there is a maximum of 1 Virus per enemy."
GLOSSARY_FIELD,"역장","","Field"
GLOSSARY_FIELD_DESCRIPTION,"역장은 플레이어와 주변 아군에게 버프를 적용합니다.\n\n같은 유형의 역장은 중첩되지 않으며, 가장 레벨이 높은 역장의 효과만 적용됩니다.","","Fields apply a Buff to you and nearby allies.\n\nFields of the same type do not stack, the highest-level one takes effect."
GLOSSARY_VENOM_BOOST,"맹독 강화","","Venom Boost"
GLOSSARY_VENOM_BOOST_DESCRIPTION,"맹독 강화 하나당 지속 피해가 {0} 증가합니다.","{0)=percentage","Each Venom Boost grants {0} increased Damage over Time."
GLOSSARY_TURBO_BOOST,"터보 강화","","Turbo Boost"
GLOSSARY_TURBO_BOOST_DESCRIPTION,"터보 강화 하나당 공격 속도가 {0} 증가합니다.","{0)=percentage","Each Turbo Boost grants {0} increased Attack Speed."
GLOSSARY_SHIELD_BOOST,"보호막 강화","","Shield Boost"
GLOSSARY_SHIELD_BOOST_DESCRIPTION,"보호막 강화 하나당 받는 피해가 {0} 감폭됩니다.","{0)=percentage","Each Shield Boost grants {0} less Damage Taken."
GLOSSARY_FOCUS_BOOST,"집중 강화","","Focus Boost"
GLOSSARY_FOCUS_BOOST_DESCRIPTION,"집중 강화 하나당 치명타 확률이 {0} 증가합니다.","{0)=percentage","Each Focus Boost grants {0} increased Critical Strike Chance."
GLOSSARY_FORGE_BOOST,"단조 강화","","Forge Boost"
GLOSSARY_FORGE_BOOST_DESCRIPTION,"단조 강화 하나당 장갑 수리가 {0} 증가합니다.","{0)=percentage","Each Forge Boost grants {0} increased Armor Repair."
GLOSSARY_TOTAL_DAMAGE_PER_SECOND,"초당 총 피해","","Total Damage per Second"
GLOSSARY_TOTAL_DAMAGE_PER_SECOND_DESCRIPTION,"함선이 모든 무기를 사용하여 단일 대상에게 1초당 주는 총 피해입니다.","","The total damage per second (dps) your ship is dealing to a single target, using all of its weapons."
GLOSSARY_DAMAGE_PER_SECOND,"초당 피해","","Damage per Second"
GLOSSARY_MAX_HIT,"최대 피격","","Max Hit"
GLOSSARY_MAX_HIT_DESCRIPTION,"피격당하고도 생존할 수 있는 최대 명중의 평균치입니다.","","The average maximum hit you can survive."
GLOSSARY_ARMOR,"장갑","","Armor"
GLOSSARY_ARMOR_DESCRIPTION,"장갑이 0이 되면 함선이 파괴됩니다.","","Your ship is destroyed when Armor reaches zero."
GLOSSARY_CHIP,"칩","","Chip"
GLOSSARY_CHIP_DESCRIPTION,"칩은 모든 등급으로 떨어지는 아이템입니다. 할당된 칩 홈에 장착하면 칩의 접사가 함선에 적용됩니다.","","Chips are items that can drop in all rarities. Their affixes apply to your ship when placed into an allocated Chip Socket."
GLOSSARY_DRONE,"드론","","Drone"
GLOSSARY_DRONE_DESCRIPTION,"드론은 함선이 생성할 수 있는 경량 소환수입니다.","","Drones are lightweight Minions that can be spawned by your ship."
GLOSSARY_BULWARK,"방벽","","Bulwark"
GLOSSARY_BULWARK_DESCRIPTION,"방벽은 함선이 생성할 수 있는 중량 소환수입니다.","","Bulwarks are heavy Minions that can be spawned by your ship."
GLOSSARY_MINION_POWER,"소환수 위력","","Minion Power"
GLOSSARY_MINION,"소환수","","Minion"
GLOSSARY_MINION_DESCRIPTION,"소환수는 함선이 생성할 수 있는 아군입니다. 소환수 위력은 함선의 공격 능력치 중 몇 퍼센트가 소환수에게 적용될지를 결정합니다.","","Minions are allies that can be spawned by your ship. Minion Power determines what percentage of your ship's offensive stats are applied to your minions."
GLOSSARY_MINE,"기뢰","","Mine"
GLOSSARY_MINE_DESCRIPTION,"기뢰는 무기로 설치되며 적 접촉 시 폭발합니다.","","Mines are deployed by weapons and detonate on enemy contact."
GLOSSARY_PARASITE,"기생체","","Parasite"
GLOSSARY_PARASITE_DESCRIPTION,"기생체는 적에게 달라붙어 플레이어의 무기로 적을 공격합니다.","","Parasites latch onto enemies, turning your weapons against them."
GLOSSARY_DODGE,"회피","","Dodge"
GLOSSARY_DODGE_DESCRIPTION,"회피가 높을수록 피해를 완전히 피할 확률이 높아지며, 100번의 명중당 최대 {0}번까지 피할 수 있습니다.","{0}=percentage","The higher your Dodge, the greater your chance to avoid damage entirely, up to a maximum of {0} out of 100 hits."
GLOSSARY_DODGE_DESCRIPTION_CURRENT,"{1}번 중 {0}번 피해를 회피합니다.\n회피는 {2}보다 높을 수 없습니다.","{0}=amount, {1}=100, {2}=limit","Avoid damage {0} out of {1} times.\nDodge cannot be higher than {2}."
GLOSSARY_KNOCKBACK,"밀쳐내기|밀쳐내는","","Knockback"
GLOSSARY_KNOCKBACK_DESCRIPTION,"충돌 시 적을 뒤로 밀쳐냅니다. 반복해서 밀쳐내진 적은 저항이 생겨 밀쳐내기 효과가 감폭되며, 이 저항은 시간이 지나면 사라집니다.","","Pushes enemies back on impact. Repeated knockbacks become less effective as enemies build resistance, which fades over time."
GLOSSARY_CHAIN,"연쇄","","Chain"
GLOSSARY_CHAIN_DESCRIPTION,"명중 시 연쇄되는 투사체는 근처의 적을 다음 대상으로 찾아갑니다.","","Projectiles that chain on hit seek a nearby enemy as their next target."
GLOSSARY_SPLIT,"분할","","Split"
GLOSSARY_SPLIT_DESCRIPTION,"명중 시 분할되는 투사체는 근처의 적을 다음 대상으로 찾아가는 새로운 투사체를 생성합니다.","","Projectiles that split on hit create new projectiles that seek nearby enemies as their next target."
GLOSSARY_BOSS_EXHAUSTION,"보스 탈진|보스 탈진","","Boss Exhaustion|Bosses exhaust"
GLOSSARY_BOSS_EXHAUSTION_DESCRIPTION,"{0} 이후 매초 보스가 피해를 받을 때마다 탈진 중첩을 1만큼 획득합니다.\n중첩당 받는 피해가 {1} 증폭되며, 최대 {2}회 중첩됩니다.","{0}=seconds, {1}=percentage, {2}=amount","After {0}, each second a boss takes damage, it gains 1 Exhaustion Stack.\nEach Stack causes {1} more Damage taken. Maximum Stacks are {2}."
GLOSSARY_OFFENCE,"공격","","Offence"
GLOSSARY_DEFENCE,"방어","","Defence"
GLOSSARY_MISC,"기타","","Misc"
GLOSSARY_ARMOR_PER_SECOND,"초당 장갑","","Armor per Second"
GLOSSARY_DEFLECTOR_SHIELD_PER_SECOND,"초당 편향 보호막","","Deflector Shield per Second"
GLOSSARY_AOE_RADIUS,"효과 범위 반경","","AoE Radius"
GLOSSARY_AOE_DAMAGE,"효과 범위 피해","","AoE Damage"
GLOSSARY_THERMAL_DETONATION_CHANCE,"열 폭발 확률","","Thermal Detonation Chance"
GLOSSARY_THERMAL_DETONATION_RADIUS,"열 폭발 반경","","Thermal Detonation Radius"
GLOSSARY_LEGACY_ITEM,"유산 아이템","","Legacy Item"
GLOSSARY_LEGACY_ITEM_DESCRIPTION,"과거의 주기에서 제작된 아이템으로, 현재 시간선에는 더 이상 존재하지 않습니다.\n\n{0}을(를) 사용하여 현재 버전으로 업그레이드할 수 있습니다.","{0}=1 Blank Dice","Forged in a past cycle, this item no longer exists in current timelines.\n\nUse {0} to upgrade it to the present."
GLOSSARY_INCREASED_REDUCED,"증가|감소","","increased|reduced"
GLOSSARY_INCREASED_REDUCED_DESCRIPTION,"증가/감소는 합연산 속성입니다.\n\n예를 들어, 피해 {0}20%{1} 증가와 피해 {2}30%{3} 증가 속성들이 함께 적용되면 총 {4}+50%{5} 피해가 됩니다.","parameters are highlight markers","Increased / reduced are additive modifiers.\n\nFor example, two modifiers of {0}20%{1} increased damage and {2}30%{3} increased damage result in a total of {4}+50%{5} damage."
GLOSSARY_MORE_LESS,"증폭|감폭",""," more | less "
GLOSSARY_MORE_LESS_DESCRIPTION,"증폭/감폭은 곱연산 속성입니다.\n\n예를 들어, 피해 {0}50%{1} 증가 효과에 피해 {2}20%{3} 증폭 효과가 더해지면 총 1.5 × 1.2 = 1.8, 즉 총 {4}+80%{5} 피해가 됩니다.","parameters are highlight markers","More / less are multiplicative modifiers.\n\nFor example, {0}50%{1} increased damage followed by {2}20%{3} more damage results in a total of 1.5 × 1.2 = 1.8, or {4}+80%{5} total damage."
