key,value,comment,english
MMSKILL_UNIQUE_MONSTER_DAMAGE_AND_EXPERIENCE,"Урон уникальных монстров и опыт за них","Skill node","Unique Monster Damage and Experience"
MMSKILL_UNIQUE_MONSTER_ARMOR_AND_EXPERIENCE,"Броня уникальных монстров и опыт за них","Skill node","Unique Monster Armor and Experience"
MMSKILL_TRIAL_OF_FURY,"Испытание ярости","Skill node","Trial of Fury"
MMSKILL_TRIAL_OF_FORTITUDE,"Испытание стойкости","Skill node","Trial of Fortitude"
MMSKILL_MUTATION_ANOMALY,"Аномальная мутация","Skill node","Mutation Anomaly"
MMSKILL_NEST_OF_ABUNDANCE,"Гнездо изобилия","Skill node","Nest of Abundance"
MMSKILL_CALL_OF_WEAPONS,"Зов оружия","Skill node","Call of Weapons"
MMSKILL_CALL_OF_SHIELDS,"Зов щитов","Skill node","Call of Shields"
MMSKILL_CALL_OF_THE_CORE,"Зов ядра","Skill node","Call of the Core"
MMSKILL_CALL_OF_THE_ENGINE,"Зов двигателя","Skill node","Call of the Engine"
MMSKILL_CALL_OF_THE_NEXUS,"Зов Нексуса","Skill node","Call of the Nexus"
MMSKILL_CARLO_MISSION_RARITY,"Редкость миссии Карло","Skill node","Carlo Mission Rarity"
MMSKILL_UBER_DRAK_VETH,"Драк'вет Убер","Skill node","Uber Drak'Veth"
MMSKILL_UBER_MATILDA,"Матильда Убер","Skill node","Uber Matilda"
MMSKILL_GOLDEN_NOSE,"Золотой нос","Skill node","Golden Nose"
MMSKILL_EXQUISITE_BEAK,"Изысканный клюв","Skill node","Exquisite Beak"
MMSKILL_ABYSS_KIKI_MISSION_CHANCE,"Шанс миссии Кики в бездне","Skill node","Abyss Kiki Mission Chance"
MMSKILL_LOOT_SNIFFER,"Нюх на добычу","Skill node","Loot Sniffer"
MMSKILL_KIKI_MISSION_CHANCE,"Шанс миссии Кики","Skill node","Kiki Mission Chance"
MMSKILL_HIDDEN_VAULT,"Тайное хранилище","Skill node","Hidden Vault"
MMSKILL_KIKI_MISSION_RARITY,"Редкость миссии Кики","Skill node","Kiki Mission Rarity"
MMSKILL_TREASURE_TINGLE,"Тяга к сокровищам","Skill node","Treasure Tingle"
MMSKILL_TWISTED_LOOT_BOXES,"Искаженные ящики с добычей","Skill node","Twisted Loot Boxes"
MMSKILL_OCTRONS_UNBOXING,"Распаковка Октрона","Skill node","Octron's Unboxing"
MMSKILL_TWISTED_WEAPONS,"Искаженное оружие","Skill node","Twisted Weapons"
MMSKILL_TWISTED_SHIELDS,"Искаженные щиты","Skill node","Twisted Shields"
MMSKILL_TWISTED_CORES,"Искаженные ядра","Skill node","Twisted Cores"
MMSKILL_TWISTED_ENGINES,"Искаженные двигатели","Skill node","Twisted Engines"
MMSKILL_TWISTED_NEXUSES,"Искаженные Нексусы","Skill node","Twisted Nexuses"
MMSKILL_CHIPSTREAM,"Поток чипов","Skill node","Chipstream"
MMSKILL_EMPOWERED_CHIPSTREAM,"Усиленный поток чипов","Skill node","Empowered Chipstream"
MMSKILL_DUPLICATE_LOOT_BOXES,"Двойные ящики с добычей","Skill node","Duplicate Loot Boxes"
MMSKILL_ONE_FOR_EACH_TWIN,"Близнецам все поровну","Skill node","One for each Twin"
MMSKILL_LIBRARIAN,"Библиотекарь","Skill node","Librarian"
MMSKILL_GLUTTONY_OF_THE_DEEP,"Ненасытность пропасти","Skill node","Gluttony of the Deep"
MMSKILL_FRUGALITY_OF_THE_DEEP,"Умеренность пропасти","Skill node","Frugality of the Deep"
MMSKILL_GIFT_OF_THE_MACHINE,"Дар механизма","Skill node","Gift of the Machine"
MMSKILL_AMPLIFIER_OF_THE_MACHINE,"Усилитель механизма","Skill node","Amplifier of the Machine"
MMSKILL_EXPLORER_OF_THE_DEEP,"Исследователь пропасти","Skill node","Explorer of the Deep"
MMSKILL_PHOTOLITHOGRAPHY,"Фотолитография","Skill node","Photolithography"
MMSKILL_TWIN_DICE,"Двойные кости","Skill node","Twin Dice"
MMSKILL_UNIQUE_SECTOR_RARITY,"Редкость уникального сектора","Skill node","Unique Sector Rarity"
MMSKILL_NON_UNIQUE_SECTOR_RARITY,"Редкость неуникального сектора","Skill node","Non-unique Sector Rarity"
MMSKILL_TALE_OF_LEGENDS,"Сказание о легендах","Skill node","Tale of Legends"
MMSKILL_TALE_OF_REALITY,"Сказание о реальности","Skill node","Tale of Reality"
MMSKILL_UNCHARTED_FORTUNE,"Неизведанная фортуна","Skill node","Uncharted Fortune"
MMSKILL_ABYSS_MIRROR,"Зеркало бездны","Skill node","Mirror of the Abyss"
MMSKILL_OCTRONS_REACH,"Предел Октрона","Skill node","Octron's Reach"
MMSKILL_ABYSS_DEPTH,"Глубина бездны","Skill node","Abyss Depth"
MMSKILL_INTO_THE_DEEP,"В пропасть","Skill node","Into the Deep"
MMSKILL_SHARD_GOBLIN_CHANCE,"Шанс появления осколочного гоблина","Skill node","Shard Goblin Chance"
MMSKILL_DUPLICATE_SHARD_GOBLIN_CHANCE,"Шанс появления двойника осколочного гоблина","Skill node","Duplicate Shard Goblin Chance"
MMSKILL_GOBLIN_FEVER,"Гоблинская лихорадка","Skill node","Goblin Fever"
MMSKILL_GOBLIN_ECHO,"Гоблинский отголосок","Skill node","Goblin Echo"
MMSKILL_KIKIS_GOBLIN_TRICK,"Розыгрыш Кики над гоблином","Skill node","Kiki's Goblin Trick"
MMSKILL_GOBLIN_GRAV,"Гоблинский Грав","Skill node","Goblin Grav"
MMSKILL_NEXUS_AUGMENTATION_CHANCE,"Шанс усовершенствования Нексуса","Skill node","Nexus Augmentation Chance"
MMSKILL_SHARD_STRUCK,"Удар осколком","Skill node","Shard Struck"
MMSKILL_NEXUS_SHARD_CHANCE,"Шанс осколка Нексуса","Skill node","Nexus Shard Chance"
MMSKILL_SHARD_HATCHERY,"Инкубатор осколков","Skill node","Shard Hatchery"
MMSKILL_UNLEASHED_OCTRON,"Свободный Октрон","Skill node","Unleashed Octron"
MMSKILL_CONTAINED_OCTRON,"Узник Октрон","Skill node","Contained Octron"
MMSKILL_SECTOR_CHIP_SOCKET,"Гнездо для чипа сектора","Skill node","Sector Chip Socket"
MMSKILL_RANK_8,"Ранг 8","Skill node","Rank 8"
MMSKILL_ECHOES_OF_THE_EIGHTH,"Эхо восьмого","Skill node","Echoes of the Eighth"
MMSKILL_OCTRONS_ARENA_CHANCE,"Шанс арены Октрона","Skill node","Octron's Arena Chance"
MMSKILL_ENTANGLED_EGGS,"Путаница в яйцах","Skill node","Entangled Eggs"
MMSKILL_ENTANGLED_LOOT,"Путаница в добыче","Skill node","Entangled Loot"
MMSKILL_OCTRONICS,"Октроника","Skill node","Octronics"
MMSKILL_SHARD_SHOP,"Магазин осколков","Skill node","Shard Shop"
MMSKILL_MACHINES_BOUNTY,"Награда механизма","Skill node","Machine's Bounty"
