key,value,comment,english
MMSKILL_NON_UNIQUE_SECTOR_RARITY,"非ユニークセクターのレアリティ","Skill node","Non-unique Sector Rarity"
MMSKILL_TALE_OF_LEGENDS,"伝説の物語","Skill node","Tale of Legends"
MMSKILL_TALE_OF_REALITY,"現実の物語","Skill node","Tale of Reality"
MMSKILL_UNCHARTED_FORTUNE,"未知の幸運","Skill node","Uncharted Fortune"
MMSKILL_ABYSS_MIRROR,"アビスの鏡","Skill node","Mirror of the Abyss"
MMSKILL_OCTRONS_REACH,"オクトロンの広がり","Skill node","Octron's Reach"
MMSKILL_ABYSS_DEPTH,"アビスの深淵","Skill node","Abyss Depth"
MMSKILL_INTO_THE_DEEP,"深部へ","Skill node","Into the Deep"
MMSKILL_SHARD_GOBLIN_CHANCE,"シャードゴブリン確率","Skill node","Shard Goblin Chance"
MMSKILL_DUPLICATE_SHARD_GOBLIN_CHANCE,"シャードゴブリン複製確率","Skill node","Duplicate Shard Goblin Chance"
MMSKILL_GOBLIN_FEVER,"ゴブリンフィーバー","Skill node","Goblin Fever"
MMSKILL_GOBLIN_ECHO,"ゴブリンエコー","Skill node","Goblin Echo"
MMSKILL_KIKIS_GOBLIN_TRICK,"キキのゴブリントリック","Skill node","Kiki's Goblin Trick"
MMSKILL_GOBLIN_GRAV,"ゴブリン複製","Skill node","Goblin Grav"
MMSKILL_NEXUS_AUGMENTATION_CHANCE,"ネクサス増強確率","Skill node","Nexus Augmentation Chance"
MMSKILL_SHARD_STRUCK,"シャードに魅せられて","Skill node","Shard Struck"
MMSKILL_NEXUS_SHARD_CHANCE,"ネクサスシャード確率","Skill node","Nexus Shard Chance"
MMSKILL_SHARD_HATCHERY,"シャード孵化場","Skill node","Shard Hatchery"
MMSKILL_UNLEASHED_OCTRON,"解き放たれたオクトロン","Skill node","Unleashed Octron"
MMSKILL_CONTAINED_OCTRON,"封じられたオクトロン","Skill node","Contained Octron"
MMSKILL_SECTOR_CHIP_SOCKET,"セクターチップソケット","Skill node","Sector Chip Socket"
MMSKILL_RANK_8,"ランク8","Skill node","Rank 8"
MMSKILL_ECHOES_OF_THE_EIGHTH,"第八の残響","Skill node","Echoes of the Eighth"
MMSKILL_OCTRONS_ARENA_CHANCE,"オクトロンのアリーナ確率","Skill node","Octron's Arena Chance"
MMSKILL_ENTANGLED_EGGS,"もつれた卵","Skill node","Entangled Eggs"
MMSKILL_ENTANGLED_LOOT,"もつれたルート","Skill node","Entangled Loot"
MMSKILL_OCTRONICS,"オクトロニクス","Skill node","Octronics"
MMSKILL_SHARD_SHOP,"シャードショップ","Skill node","Shard Shop"
MMSKILL_MACHINES_BOUNTY,"マシンの恵み","Skill node","Machine's Bounty"
