key,value,comment,english
GLOSSARY_MASS,"Mass","Used as title and search string in Glossary","Mass"
GLOSSARY_MASS_DESCRIPTION,"Each point grants:\n\n{0} increased Armor\n{1} more {2}Kinetic Damage{3}\n{4} reduced Acceleration","Used as description for Mass\n{0}=increase armor, for instance 1%\n{1}=more damage, for instance 1%\n{2,3}=damage color marker\n{4}=increased acceleration, for instance 1%","Each point grants:\n\n{0} increased Armor\n{1} more {2}Kinetic Damage{3}\n{4} reduced Acceleration"
GLOSSARY_ENERGY,"Energy","Used as title and search string in Glossary","Energy"
GLOSSARY_ENERGY_DESCRIPTION,"Each point grants:\n\n{0} increased Deflector Shield\n{1} faster Dash Recharge\n{2} more {3}Thermal{4} Damage","Used as description for Energy\n{0}=increased deflector shield, for instance 1%\n{1}=faster dash recharge, for instance 1%\n{2}=more thermal damage, for instance 1%\n{3,4}=damage color marker","Each point grants:\n\n{0} increased Deflector Shield\n{1} faster Dash Recharge\n{2} more {3}Thermal{4} Damage"
GLOSSARY_TIME,"Time","Used as title and search string in Glossary","Time"
GLOSSARY_TIME_DESCRIPTION,"Each point grants:\n\n{0} faster flow of time around your ship, speeding up everything in {1} range - including you, enemies, and projectiles.\n\nTime is inherited by your Minions and Parasites.","Used as description for Time\n{0}=speedup per time, e.g. 1%\n{1}=range around the player affected by time, e.g. 300","Each point grants:\n\n{0} faster flow of time around your ship, speeding up everything in {1} range - including you, enemies, and projectiles.\n\nTime is inherited by your Minions and Parasites."
GLOSSARY_DEFLECTOR_SHIELD,"Deflector Shield","","Deflector Shield"
GLOSSARY_DEFLECTOR_SHIELD_DESCRIPTION,"Deflector Shield protects your Armor from taking damage.\nDeflector Shield recharges after {0} of not taking damage. Nuclear Damage inherently bypasses Deflector Shield.","{0}=2 seconds","Deflector Shield protects your Armor from taking damage.\nDeflector Shield recharges after {0} of not taking damage. Nuclear Damage inherently bypasses Deflector Shield."
GLOSSARY_VELOCITY,"Velocity","","Velocity"
GLOSSARY_VELOCITY_DESCRIPTION,"Velocity determines your ship's maximum movement speed.","","Velocity determines your ship's maximum movement speed."
GLOSSARY_ACCELERATION,"Acceleration","","Acceleration"
GLOSSARY_ACCELERATION_DESCRIPTION,"Acceleration determines how fast your ship gains speed.","","Acceleration determines how fast your ship gains speed."
GLOSSARY_PICKUP_RANGE,"Pickup Range","","Pickup Range"
GLOSSARY_PICKUP_RANGE_DESCRIPTION,"Pickup Range defines the distance at which Power-Ups are attracted to your ship.","","Pickup Range defines the distance at which Power-Ups are attracted to your ship."
GLOSSARY_POWER_UP,"Power-Up","","Power-Up"
GLOSSARY_POWER_UP_DESCRIPTION,"Destroying enemies has a small chance to drop a Power-Up. Collecting a Power-Up grants a temporary buff.\n\nWhen an enemy is destroyed, the highest Power-Up chance among all allies is used to determine whether a Power-Up drops.","","Destroying enemies has a small chance to drop a Power-Up. Collecting a Power-Up grants a temporary buff.\n\nWhen an enemy is destroyed, the highest Power-Up chance among all allies is used to determine whether a Power-Up drops."
GLOSSARY_DASH,"Dash","","Dash"
GLOSSARY_DASH_DESCRIPTION,"Dash is consumed when you use your Engine.","","Dash is consumed when you use your Engine."
GLOSSARY_DASH_RECHARGE,"Dash Recharge","","Dash Recharge"
GLOSSARY_DASH_RECHARGE_DESCRIPTION,"Your ship constantly recharges Dash. The base recharge rate is {0} per second.","{0}=percentage","Your ship constantly recharges Dash. The base recharge rate is {0} per second."
GLOSSARY_ENGINE,"Engine","","Engine"
GLOSSARY_ENGINE_DESCRIPTION,"Engines are items that trigger when you Dash. Some Engines can damage enemies.","","Engines are items that trigger when you Dash. Some Engines can damage enemies."
GLOSSARY_MELEE,"Melee","","Melee"
GLOSSARY_MELEE_DESCRIPTION,"Melee weapons are engaging enemies in close-combat.","","Melee weapons are engaging enemies in close-combat."
GLOSSARY_PROJECTILE,"Projectile","","Projectile"
GLOSSARY_PROJECTILE_DESCRIPTION,"Projectiles are fired by ranged weapons. Projectiles can pierce, chain or split towards other enemies.","","Projectiles are fired by ranged weapons. Projectiles can pierce, chain or split towards other enemies."
GLOSSARY_REFLECTED_DAMAGE,"Reflected Damage","","Reflected Damage"
GLOSSARY_REFLECTED_DAMAGE_DESCRIPTION,"Certain items enable you to reflect a portion of incoming damage back to your attackers.","","Certain items enable you to reflect a portion of incoming damage back to your attackers."
GLOSSARY_DEATH_THRESHOLD,"Death Threshold","","Death Threshold"
GLOSSARY_DEATH_THRESHOLD_DESCRIPTION,"Enemies whose Armor falls below Death Threshold after taking damage are instantly destroyed.","","Enemies whose Armor falls below Death Threshold after taking damage are instantly destroyed."
GLOSSARY_AREA_OF_EFFECT,"Area of Effect","","Area of Effect"
GLOSSARY_AREA_OF_EFFECT_DESCRIPTION,"Increases the blast radius of weapons that deal damage in an area, allowing them to hit more enemies or cover a larger zone.","","Increases the blast radius of weapons that deal damage in an area, allowing them to hit more enemies or cover a larger zone."
GLOSSARY_AREA_DAMAGE,"Area Damage","","Area Damage"
GLOSSARY_AREA_DAMAGE_DESCRIPTION,"Enhances the damage dealt by weapons that affect an area.","","Enhances the damage dealt by weapons that affect an area."
GLOSSARY_DEBRIS,"Debris","","Debris"
GLOSSARY_DEBRIS_DESCRIPTION,"{0}Kinetic{1} hits can cause {2}Debris{3}. Debris deals {4} AoE damage in {5} radius. Debris Damage cannot trigger Debris.","{0-3}=color, {4}=percentage, {5}=radius","{0}Kinetic{1} hits can cause {2}Debris{3}. Debris deals {4} AoE damage in {5} radius. Debris Damage cannot trigger Debris."
GLOSSARY_AFTERSHOCK,"Aftershock","","Aftershock"
GLOSSARY_AFTERSHOCK_DESCRIPTION,"{0}Explosive{1} Damage from hits can cause {2}Aftershock{3}. Each Aftershock deals {4} damage of the previous hit. Aftershock can repeat up to {5} times.","{0-3}=color, {4}=percentage, {5}=5","{0}Explosive{1} Damage from hits can cause {2}Aftershock{3}. Each Aftershock deals {4} damage of the previous hit. Aftershock can repeat up to {5} times."
GLOSSARY_SHOCK,"Shock","","Shock"
GLOSSARY_SHOCK_DESCRIPTION,"{0}Electric{1} Damage from hits can cause {2}Shock{3}. A Shock lasts {4}. Each Shock applies {5} to all Resistances. Shock can stack up to {6} times.","{0-3}=color, {4}=percentage, {5}=percentage, {6}=amount","{0}Electric{1} Damage from hits can cause {2}Shock{3}. A Shock lasts {4}. Each Shock applies {5} to all Resistances. Shock can stack up to {6} times."
GLOSSARY_BLIND,"Blind","","Blind"
GLOSSARY_BLIND_DESCRIPTION,"All {0}Plasma{1} Damage can {2}blind{3} enemies. Blinded enemies have {4} less damage and velocity over {5}. The effect of Blind is reduced together with its duration.","{0-3}=color, {4}=percentage, {5}=time","All {0}Plasma{1} Damage can {2}blind{3} enemies. Blinded enemies have {4} less damage and velocity over {5}. The effect of Blind is reduced together with its duration."
GLOSSARY_RADIATION,"Radiation","","Radiation"
GLOSSARY_RADIATION_DESCRIPTION,"{0}Nuclear{1} Damage from hits can cause {2}Radiation{3}. Radiation deals {4} of the initial hit over {5}. Each instance of Radiation stacks.","{0-3}=color, {4}=percentage, {5}=time","{0}Nuclear{1} Damage from hits can cause {2}Radiation{3}. Radiation deals {4} of the initial hit over {5}. Each instance of Radiation stacks."
GLOSSARY_BURN,"Burn|burn","","Burn|burn"
GLOSSARY_BURN_DESCRIPTION,"{0}Explosive{1} Damage adds to a stacking pool of {2}Burn{3} that deals damage over time and decays by {4} each tick.","{0-3}=color, {4}=percent","{0}Explosive{1} Damage adds to a stacking pool of {2}Burn{3} that deals damage over time and decays by {4} each tick."
GLOSSARY_MULTICRIT,"Multicrit","","Multicrit"
GLOSSARY_MULTICRIT_DESCRIPTION,"Multicrit lets you roll for extra critical strikes, adding their damage until a roll fails or the Multicrit amount is reached. Each successive critical strike in a Multicrit chain has {0} of the previous critical strike chance.","{0}=percentage","Multicrit lets you roll for extra critical strikes, adding their damage until a roll fails or the Multicrit amount is reached. Each successive critical strike in a Multicrit chain has {0} of the previous critical strike chance."
GLOSSARY_MULTILUCK,"Multiluck","","Multiluck"
GLOSSARY_MULTILUCK_DESCRIPTION,"Multiluck grants additional attempts on Luck based rolls, selecting the best outcome.","","Multiluck grants additional attempts on Luck based rolls, selecting the best outcome."
GLOSSARY_LUCK,"Luck","","Luck"
GLOSSARY_LUCK_DESCRIPTION,"Luck influences the probability of chance-based triggers. Beneficial triggers are increased, while harmful ones are reduced. However, Luck usually cannot raise trigger chances above {0}.\nLuck has no effect on Damage, Dodge, Item or Power-Up drops.","{0}=percentage","Luck influences the probability of chance-based triggers. Beneficial triggers are increased, while harmful ones are reduced. However, Luck usually cannot raise trigger chances above {0}.\nLuck has no effect on Damage, Dodge, Item or Power-Up drops."
GLOSSARY_DAMAGE_OVER_TIME,"Damage over Time","","Damage over Time"
GLOSSARY_DAMAGE_OVER_TIME_DESCRIPTION,"Damage over Time (DoT) applies continuous damage to a target.","","Damage over Time (DoT) applies continuous damage to a target."
GLOSSARY_VIRAL_ENEMIES,"Viral Enemies","","Viral Enemies"
GLOSSARY_VIRAL_ENEMIES_DESCRIPTION,"Enemies that have at least one Virus applied to them.","","Enemies that have at least one Virus applied to them."
GLOSSARY_VIRUS,"Virus|Viruses","","Virus|Viruses"
GLOSSARY_VIRUS_DESCRIPTION,"A Virus hacks enemies and weakens their system. By default, there is a maximum of 1 Virus per enemy.","","A Virus hacks enemies and weakens their system. By default, there is a maximum of 1 Virus per enemy."
GLOSSARY_FIELD,"Field","","Field"
GLOSSARY_FIELD_DESCRIPTION,"Fields apply a Buff to you and nearby allies.\n\nFields of the same type do not stack, the highest-level one takes effect.","","Fields apply a Buff to you and nearby allies.\n\nFields of the same type do not stack, the highest-level one takes effect."
GLOSSARY_VENOM_BOOST,"Venom Boost","","Venom Boost"
GLOSSARY_VENOM_BOOST_DESCRIPTION,"Each Venom Boost grants {0} increased Damage over Time.","{0)=percentage","Each Venom Boost grants {0} increased Damage over Time."
GLOSSARY_TURBO_BOOST,"Turbo Boost","","Turbo Boost"
GLOSSARY_TURBO_BOOST_DESCRIPTION,"Each Turbo Boost grants {0} increased Attack Speed.","{0)=percentage","Each Turbo Boost grants {0} increased Attack Speed."
GLOSSARY_SHIELD_BOOST,"Shield Boost","","Shield Boost"
GLOSSARY_SHIELD_BOOST_DESCRIPTION,"Each Shield Boost grants {0} less Damage Taken.","{0)=percentage","Each Shield Boost grants {0} less Damage Taken."
GLOSSARY_FOCUS_BOOST,"Focus Boost","","Focus Boost"
GLOSSARY_FOCUS_BOOST_DESCRIPTION,"Each Focus Boost grants {0} increased Critical Strike Chance.","{0)=percentage","Each Focus Boost grants {0} increased Critical Strike Chance."
GLOSSARY_FORGE_BOOST,"Forge Boost","","Forge Boost"
GLOSSARY_FORGE_BOOST_DESCRIPTION,"Each Forge Boost grants {0} increased Armor Repair.","{0)=percentage","Each Forge Boost grants {0} increased Armor Repair."
GLOSSARY_TOTAL_DAMAGE_PER_SECOND,"Total Damage per Second","","Total Damage per Second"
GLOSSARY_TOTAL_DAMAGE_PER_SECOND_DESCRIPTION,"The total damage per second (dps) your ship is dealing to a single target, using all of its weapons.","","The total damage per second (dps) your ship is dealing to a single target, using all of its weapons."
GLOSSARY_DAMAGE_PER_SECOND,"Damage per Second","","Damage per Second"
GLOSSARY_MAX_HIT,"Max Hit","","Max Hit"
GLOSSARY_MAX_HIT_DESCRIPTION,"The average maximum hit you can survive.","","The average maximum hit you can survive."
GLOSSARY_ARMOR,"Armor","","Armor"
GLOSSARY_ARMOR_DESCRIPTION,"Your ship is destroyed when Armor reaches zero.","","Your ship is destroyed when Armor reaches zero."
GLOSSARY_CHIP,"Chip","","Chip"
GLOSSARY_CHIP_DESCRIPTION,"Chips are items that can drop in all rarities. Their affixes apply to your ship when placed into an allocated Chip Socket.","","Chips are items that can drop in all rarities. Their affixes apply to your ship when placed into an allocated Chip Socket."
GLOSSARY_DRONE,"Drone","","Drone"
GLOSSARY_DRONE_DESCRIPTION,"Drones are lightweight Minions that can be spawned by your ship.","","Drones are lightweight Minions that can be spawned by your ship."
GLOSSARY_BULWARK,"Bulwark","","Bulwark"
GLOSSARY_BULWARK_DESCRIPTION,"Bulwarks are heavy Minions that can be spawned by your ship.","","Bulwarks are heavy Minions that can be spawned by your ship."
GLOSSARY_MINION_POWER,"Minion Power","","Minion Power"
GLOSSARY_MINION,"Minion","","Minion"
GLOSSARY_MINION_DESCRIPTION,"Minions are allies that can be spawned by your ship. Minion Power determines what percentage of your ship's offensive stats are applied to your minions.","","Minions are allies that can be spawned by your ship. Minion Power determines what percentage of your ship's offensive stats are applied to your minions."
GLOSSARY_MINE,"Mine","","Mine"
GLOSSARY_MINE_DESCRIPTION,"Mines are deployed by weapons and detonate on enemy contact.","","Mines are deployed by weapons and detonate on enemy contact."
GLOSSARY_PARASITE,"Parasite","","Parasite"
GLOSSARY_PARASITE_DESCRIPTION,"Parasites latch onto enemies, turning your weapons against them.","","Parasites latch onto enemies, turning your weapons against them."
GLOSSARY_DODGE,"Dodge","","Dodge"
GLOSSARY_DODGE_DESCRIPTION,"The higher your Dodge, the greater your chance to avoid damage entirely, up to a maximum of {0} out of 100 hits.","{0}=percentage","The higher your Dodge, the greater your chance to avoid damage entirely, up to a maximum of {0} out of 100 hits."
GLOSSARY_DODGE_DESCRIPTION_CURRENT,"Avoid damage {0} out of {1} times.\nDodge cannot be higher than {2}.","{0}=amount, {1}=100, {2}=limit","Avoid damage {0} out of {1} times.\nDodge cannot be higher than {2}."
GLOSSARY_KNOCKBACK,"Knockback","","Knockback"
GLOSSARY_KNOCKBACK_DESCRIPTION,"Pushes enemies back on impact. Repeated knockbacks become less effective as enemies build resistance, which fades over time.","","Pushes enemies back on impact. Repeated knockbacks become less effective as enemies build resistance, which fades over time."
GLOSSARY_CHAIN,"Chain","","Chain"
GLOSSARY_CHAIN_DESCRIPTION,"Projectiles that chain on hit seek a nearby enemy as their next target.","","Projectiles that chain on hit seek a nearby enemy as their next target."
GLOSSARY_SPLIT,"Split","","Split"
GLOSSARY_SPLIT_DESCRIPTION,"Projectiles that split on hit create new projectiles that seek nearby enemies as their next target.","","Projectiles that split on hit create new projectiles that seek nearby enemies as their next target."
GLOSSARY_BOSS_EXHAUSTION,"Boss Exhaustion|Bosses exhaust","","Boss Exhaustion|Bosses exhaust"
GLOSSARY_BOSS_EXHAUSTION_DESCRIPTION,"After {0}, each second a boss takes damage, it gains 1 Exhaustion Stack.\nEach Stack causes {1} more Damage taken. Maximum Stacks are {2}.","{0}=seconds, {1}=percentage, {2}=amount","After {0}, each second a boss takes damage, it gains 1 Exhaustion Stack.\nEach Stack causes {1} more Damage taken. Maximum Stacks are {2}."
GLOSSARY_OFFENCE,"Offence","","Offence"
GLOSSARY_DEFENCE,"Defence","","Defence"
GLOSSARY_MISC,"Misc","","Misc"
GLOSSARY_ARMOR_PER_SECOND,"Armor per Second","","Armor per Second"
GLOSSARY_DEFLECTOR_SHIELD_PER_SECOND,"Deflector Shield per Second","","Deflector Shield per Second"
GLOSSARY_AOE_RADIUS,"AoE Radius","","AoE Radius"
GLOSSARY_AOE_DAMAGE,"AoE Damage","","AoE Damage"
GLOSSARY_THERMAL_DETONATION_CHANCE,"Thermal Detonation Chance","","Thermal Detonation Chance"
GLOSSARY_THERMAL_DETONATION_RADIUS,"Thermal Detonation Radius","","Thermal Detonation Radius"
GLOSSARY_LEGACY_ITEM,"Legacy Item","","Legacy Item"
GLOSSARY_LEGACY_ITEM_DESCRIPTION,"Forged in a past cycle, this item no longer exists in current timelines.\n\nUse {0} to upgrade it to the present.","{0}=1 Blank Dice","Forged in a past cycle, this item no longer exists in current timelines.\n\nUse {0} to upgrade it to the present."
GLOSSARY_INCREASED_REDUCED,"increased|reduced","","increased|reduced"
GLOSSARY_INCREASED_REDUCED_DESCRIPTION,"Increased / reduced are additive modifiers.\n\nFor example, two modifiers of {0}20%{1} increased damage and {2}30%{3} increased damage result in a total of {4}+50%{5} damage.","parameters are highlight markers","Increased / reduced are additive modifiers.\n\nFor example, two modifiers of {0}20%{1} increased damage and {2}30%{3} increased damage result in a total of {4}+50%{5} damage."
GLOSSARY_MORE_LESS,"more|less","","more|less"
GLOSSARY_MORE_LESS_DESCRIPTION,"More / less are multiplicative modifiers.\n\nFor example, {0}50%{1} increased damage followed by {2}20%{3} more damage results in a total of 1.5 × 1.2 = 1.8, or {4}+80%{5} total damage.","parameters are highlight markers","More / less are multiplicative modifiers.\n\nFor example, {0}50%{1} increased damage followed by {2}20%{3} more damage results in a total of 1.5 × 1.2 = 1.8, or {4}+80%{5} total damage."
